Exon1	Exon2	gene	cellType	in_in	in_out	out_in	out_out	pval	logOddsRatio	FDR	phastcons_1	phastcons_2	phastcons_mean	LOR_abs	phastcons_min	phastcons_max
chr1_159045297_159045464_+	chr1_159049432_159049599_+	ENSG00000163565.18	pseudoBulk	13	0	22	8	0.101608278277551	3.24100809950379	1	0.00291071	0.00411905	0.00351488	3.24100809950379	0.00291071	0.00411905
chr8_132643624_132643686_-	chr8_132656830_132656907_-	ENSG00000129295.9	pseudoBulk	30	0	110	16	0.0844349145513207	3.12553088208386	0.915286805259538	0.167	0.995436	0.581218	3.12553088208386	0.167	0.995436
chr19_50512661_50512810_-	chr19_50512927_50513011_-	ENSG00000204653.10	pseudoBulk	16	0	41	11	0.104966131769932	3.10187961401921	1	0.81062	0.946753	0.878686	3.10187961401921	0.81062	0.946753
chr6_135495814_135495898_-	chr6_135497188_135497249_-	ENSG00000135541.21	pseudoBulk	2422	1003	1026	3620	0	3.09083622544566	0	0.169424	0.100855	0.135139	3.09083622544566	0.100855	0.169424
chr1_213072870_213072986_+	chr1_213077696_213077816_+	ENSG00000136643.12	pseudoBulk	57	0	581	43	0.0778783696739136	3.07676041546231	0.853766499320959	0.995641	0.996017	0.995829	3.07676041546231	0.995641	0.996017
chrX_84475251_84475397_-	chrX_84488024_84488132_-	ENSG00000165259.14	pseudoBulk	18	234	0	54	0.0880549371887035	3.05444778402238	0.948805457138149	0.998993	0.189459	0.594226	3.05444778402238	0.189459	0.998993
chr16_68266593_68266721_+	chr16_68273818_68273904_+	ENSG00000103064.15	pseudoBulk	26	114	0	18	0.09637991062156	3.03747470541866	1	0.451031	0.0191379	0.235084	3.03747470541866	0.0191379	0.451031
chr9_83859156_83859371_-	chr9_83867684_83867860_-	ENSG00000165115.15	pseudoBulk	40	4	5	4	0.0286374540382106	3	0.337456545132935	0.825722	0.991814	0.908768	3	0.825722	0.991814
chr2_25383836_25383889_-	chr2_25387289_25387378_-	ENSG00000138101.18	pseudoBulk	20	49	82	26	1.8814232182272e-09	-2.94989403570484	3.43263509516893e-08	0.997352	0.998122	0.997737	2.94989	0.997352	0.998122
chr15_33815834_33815933_+	chr15_33816862_33816958_+	ENSG00000198838.13	pseudoBulk	2	123	17	141	0.00482693827922739	-2.89042599419079	0.061796120912148	0.99583	0.999567	0.997699	2.89043	0.99583	0.999567
chr16_22096859_22096945_+	chr16_22097572_22097695_+	ENSG00000175267.15	pseudoBulk	46	38	4	24	0.000445248840948334	2.86059694333458	0.00610369296343485	0.0760115	0.466782	0.271397	2.86059694333458	0.0760115	0.466782
chr16_58252727_58252853_+	chr16_58253998_58254159_+	ENSG00000103021.9	pseudoBulk	76	4	16	6	0.0068001450243482	2.83289001416474	0.0861813703389436	0.512567	0.0461358	0.279351	2.83289001416474	0.0461358	0.512567
chr12_122347375_122347479_-	chr12_122351111_122351143_-	ENSG00000130779.20	pseudoBulk	228	375	23	269	1.91159327430271e-20	2.83004363528111	5.04859974437226e-19	0.999743	1	0.999872	2.83004363528111	0.999743	1
chr6_83096731_83096823_+	chr6_83096925_83097115_+	ENSG00000083097.14	pseudoBulk	37	0	125	12	0.133576555319867	2.82863158168802	1	0.280333	0.928037	0.604185	2.82863158168802	0.280333	0.928037
chr1_70043954_70044094_+	chr1_70053026_70053145_+	ENSG00000033122.21	pseudoBulk	20	0	88	15	0.147634525536807	2.76938707185858	1	0.999433	0.996425	0.997929	2.76938707185858	0.996425	0.999433
chr12_101719490_101719516_+	chr12_101720123_101720254_+	ENSG00000111666.11	pseudoBulk	35	0	267	26	0.132162617336198	2.7690268033985	1	0.997296	0.988083	0.99269	2.7690268033985	0.988083	0.997296
chr10_30941575_30941651_-	chr10_30984369_30984426_-	ENSG00000183621.15	pseudoBulk	23	17	2	10	0.0312664769881781	2.75802720969404	0.365019569532712	0.10274	0.131655	0.117197	2.75802720969404	0.10274	0.131655
chr20_46506307_46506458_-	chr20_46512082_46512140_-	ENSG00000198185.11	pseudoBulk	7	2	37	71	0.0256573196791883	2.74764867593334	0.304237913005786	0.132164	0.96839	0.550277	2.74764867593334	0.132164	0.96839
chr19_3453763_3453916_+	chr19_3456550_3456635_+	ENSG00000141905.19	pseudoBulk	26	3	124	95	0.00129397511401531	2.73113651536401	0.0171171436747373	0.869325	0.93757	0.903447	2.73113651536401	0.869325	0.93757
chr18_23421367_23421444_-	chr18_23430631_23430677_-	ENSG00000134490.14	pseudoBulk	61	25	3	8	0.0110931906894298	2.70191864706701	0.13849770728635	0.881577	0.995979	0.938778	2.70191864706701	0.881577	0.995979
chr9_105573655_105573746_+	chr9_105574198_105574332_+	ENSG00000106692.14	pseudoBulk	7	20	0	9	0.224113954008856	2.65535182861255	1	0.28062	0.0968	0.18871	2.65535182861255	0.0968	0.28062
chr7_101318124_101318213_-	chr7_101318956_101319032_-	ENSG00000128581.17	pseudoBulk	37	24	12	48	1.24346569954173e-05	2.62449086490779	0.00018097056086116	0.652578	0.990481	0.82153	2.62449086490779	0.652578	0.990481
chr9_36060119_36060155_+	chr9_36063795_36063880_+	ENSG00000122707.12	pseudoBulk	144	11	13	6	0.00285478402816078	2.59501616538508	0.0369867510197952	0.996135	0.998721	0.997428	2.59501616538508	0.996135	0.998721
chr2_73534824_73534949_+	chr2_73550267_73550437_+	ENSG00000116127.18	pseudoBulk	42	10	5	7	0.0163088740514237	2.55581615506164	0.199655047923101	0.852349	0.613246	0.732797	2.55581615506164	0.613246	0.852349
chr11_19879869_19880127_+	chr11_19884294_19884362_+	ENSG00000166833.21	pseudoBulk	14	39	0	8	0.22816088174545	2.52195270319536	1	0.829174	0.998638	0.913906	2.52195270319536	0.829174	0.998638
chr11_74940785_74940882_-	chr11_74945018_74945085_-	ENSG00000166435.15	pseudoBulk	84	10	37	25	3.27816584542571e-05	2.50479215203717	0.000467193220234318	0.860929	0.598721	0.729825	2.50479215203717	0.598721	0.860929
chr7_64535819_64535936_-	chr7_64544306_64544432_-	ENSG00000173041.12	pseudoBulk	11	1	79	40	0.140647616387955	2.47757896534756	1	0.206661	0.747543	0.477102	2.47757896534756	0.206661	0.747543
chr1_146761882_146762055_+	chr1_146764829_146765043_+	ENSG00000276975.3	pseudoBulk	7	71	0	28	0.231411962944399	2.46496272461053	1	0.532345	0.100233	0.316289	2.46496272461053	0.100233	0.532345
chr14_61995876_61996542_+	chr14_62069603_62069815_+	ENSG00000139973.16	pseudoBulk	51	4	213	89	0.00102828663381809	2.41344915271205	0.0136984873189995	0.854564	0.625197	0.73988	2.41344915271205	0.625197	0.854564
chr1_232533490_232533583_-	chr1_232608912_232608988_-	ENSG00000116991.10	pseudoBulk	0	18	10	70	0.24931096645476	-2.36257007938471	1	0.00559574	0.0101039	0.00784982	2.36257	0.00559574	0.0101039
chr2_48328561_48328702_+	chr2_48346201_48346751_+	ENSG00000170802.16	pseudoBulk	13	0	92	18	0.244543762788942	2.34680276352639	1	0.440444	0.99031	0.715377	2.34680276352639	0.440444	0.99031
chr6_109140421_109140675_+	chr6_109145219_109145381_+	ENSG00000183137.14	pseudoBulk	25	7	48	68	0.000499239132112108	2.3390016082463	0.00681906717117913	0.0640039	0.62246	0.343232	2.3390016082463	0.0640039	0.62246
chr12_25158472_25158563_-	chr12_25161113_25161197_-	ENSG00000118307.19	pseudoBulk	41	9	11	12	0.00656638355388938	2.31315788525963	0.0833586670783881	0.711196	0.829247	0.770222	2.31315788525963	0.711196	0.829247
chr12_88115478_88115570_-	chr12_88117033_88117145_-	ENSG00000198707.16	pseudoBulk	33	2	474	142	0.0281929654973537	2.30539798996488	0.332737896007496	0.967183	0.87292	0.920052	2.30539798996488	0.87292	0.967183
chr19_21310501_21310627_-	chr19_21327960_21328141_-	ENSG00000182141.10	pseudoBulk	58	224	53	993	1.94026354295972e-16	2.27835552603514	4.55141390549802e-15	0.339425	0.00980769	0.174616	2.27835552603514	0.00980769	0.339425
chrX_13703814_13703902_+	chrX_13715720_13715794_+	ENSG00000046651.15	pseudoBulk	9	21	4	45	0.0258892577400049	2.26946067499323	0.306507002326792	0.258865	0.101013	0.179939	2.26946067499323	0.101013	0.258865
chr4_128091347_128091512_+	chr4_128092777_128093031_+	ENSG00000138709.19	pseudoBulk	23	292	0	29	0.263597881211453	2.19171839230457	1	0.958446	0.864824	0.911635	2.19171839230457	0.864824	0.958446
chr18_68734734_68734766_+	chr18_68823366_68823416_+	ENSG00000150636.17	pseudoBulk	21	39	7	59	0.00210561247620241	2.18220333122075	0.0274689059096544	0.00581818	0.0114118	0.00861499	2.18220333122075	0.00581818	0.0114118
chr2_55656305_55656371_-	chr2_55660157_55660193_-	ENSG00000138035.15	pseudoBulk	275	26	14	6	0.00688071014283432	2.18045566893448	0.0870563415102515	0.992552	0.975405	0.983978	2.18045566893448	0.975405	0.992552
chr6_104811311_104811393_-	chr6_104843223_104843298_-	ENSG00000085382.12	pseudoBulk	98	19	46	2	0.0634283893531461	-2.15677962538539	0.707679304164619	0.996253	0.997592	0.996923	2.15678	0.996253	0.997592
chr2_227342745_227342819_+	chr2_227352514_227352573_+	ENSG00000168958.20	pseudoBulk	8	0	67	18	0.326419257574341	2.10383581098454	1	0.999413	0.9993	0.999356	2.10383581098454	0.9993	0.999413
chr3_142054115_142054149_-	chr3_142093061_142093127_-	ENSG00000114126.17	pseudoBulk	33	0	126	8	0.325352333007795	2.06711419585854	1	0.995886	0.994328	0.995107	2.06711419585854	0.994328	0.995886
chr13_72780846_72781003_-	chr13_72781289_72781356_-	ENSG00000083520.15	pseudoBulk	29	43	48	17	0.000155522603191512	-2.06578341904534	0.00216339174237257	0.917981	0.99775	0.957866	2.06578	0.917981	0.99775
chr2_171360422_171360513_-	chr2_171414603_171414726_-	ENSG00000123600.20	pseudoBulk	22	168	0	15	0.3362454960511	1.97400479146706	1	0.631707	0.0819032	0.356805	1.97400479146706	0.0819032	0.631707
chr1_32633262_32633354_-	chr1_32633645_32633727_-	ENSG00000176261.15	pseudoBulk	14	0	52	7	0.394991419646424	1.91427012597412	1	0.0209677	0.997145	0.509056	1.91427012597412	0.0209677	0.997145
chr9_85829463_85829606_+	chr9_85830324_85830576_+	ENSG00000165121.11	pseudoBulk	11	71	0	12	0.384595240708048	1.89464699985377	1	0.547729	0.241617	0.394673	1.89464699985377	0.241617	0.547729
chr2_66439598_66439671_+	chr2_66439843_66439984_+	ENSG00000143995.20	pseudoBulk	13	0	133	18	0.391431950647882	1.81508228408221	1	0.951392	0.998986	0.975189	1.81508228408221	0.951392	0.998986
chr17_31884424_31884505_-	chr17_31884963_31885038_-	ENSG00000108651.10	pseudoBulk	11	162	0	25	0.406369162933768	1.7634378055274	1	0.988146	0.00260526	0.495376	1.7634378055274	0.00260526	0.988146
chr5_147447369_147447495_-	chr5_147453549_147453754_-	ENSG00000113657.13	pseudoBulk	8	0	68	14	0.446773583479009	1.71989208080726	1	0.102047	0.797515	0.449781	1.71989208080726	0.102047	0.797515
chr2_152643419_152643544_+	chr2_152645434_152645527_+	ENSG00000157827.20	pseudoBulk	3	32	35	115	0.0864942388445536	-1.69883046527944	0.934655327360588	0.999071	0.999904	0.999488	1.69883	0.999071	0.999904
chr7_48101824_48101982_+	chr7_48103297_48103411_+	ENSG00000183696.14	pseudoBulk	82	52	10	20	0.00999502512423277	1.65711228647699	0.124993788572705	0.767591	0.986974	0.877282	1.65711228647699	0.767591	0.986974
chr3_52681695_52681820_-	chr3_52682092_52682233_-	ENSG00000163939.18	pseudoBulk	23	54	28	193	0.00105509744212577	1.55377656910402	0.014030905988254	0.993619	0.997465	0.995542	1.55377656910402	0.993619	0.997465
chr4_128965227_128965318_-	chr4_128992167_128992237_-	ENSG00000151466.12	pseudoBulk	45	3	48	9	0.221452970160061	1.49185309632967	1	0.9835	0.450887	0.717194	1.49185309632967	0.450887	0.9835
chr10_103111745_103111805_-	chr10_103139406_103139479_-	ENSG00000076685.18	pseudoBulk	80	6	77	15	0.0900144370407958	1.37706964907982	0.967159996345882	0.993164	0.980459	0.986811	1.37706964907982	0.980459	0.993164
chr9_37126312_37126942_+	chr9_37302188_37302231_+	ENSG00000147905.17	pseudoBulk	54	7	20	1	0.639832235621084	-1.3743955147815	1	0.691515	0.945341	0.818428	1.3744	0.691515	0.945341
chr10_101430345_101430452_+	chr10_101461981_101462058_+	ENSG00000166167.18	pseudoBulk	177	11	20	0	0.557813252071271	-1.31375416344166	1	0.999852	0.999077	0.999464	1.31375	0.999077	0.999852
chr13_41336650_41336756_+	chr13_41355144_41355216_+	ENSG00000172766.19	pseudoBulk	70	9	10	3	0.474712036085801	1.22239242133645	1	0.998159	0.99063	0.994395	1.22239242133645	0.99063	0.998159
chr1_213011208_213011458_-	chr1_213013093_213013418_-	ENSG00000174606.14	pseudoBulk	16	13	212	76	0.0588388685402753	-1.18043265926071	0.659436431740076	0.968988	0.995156	0.982072	1.18043	0.968988	0.995156
chr9_136408999_136409067_-	chr9_136410090_136410239_-	ENSG00000165689.17	pseudoBulk	9	30	31	234	0.0874454927687444	1.17920281503032	0.94358465515818	0.393029	0.910853	0.651941	1.17920281503032	0.393029	0.910853
chr18_79977598_79977701_-	chr18_79986602_79986750_-	ENSG00000141759.15	pseudoBulk	24	154	8	23	0.136693910827859	-1.15826208391673	1	0.951625	0.190617	0.571121	1.15826	0.190617	0.951625
chrX_111097390_111097456_+	chrX_111097575_111097684_+	ENSG00000077264.15	pseudoBulk	28	10	50	39	0.0976026472793402	1.12697285625777	1	0.986687	0.997255	0.991971	1.12697285625777	0.986687	0.997255
chr3_167248608_167248649_-	chr3_167252126_167252211_-	ENSG00000169064.12	pseudoBulk	23	19	99	38	0.0523099116596199	-1.1057946640226	0.594160561798316	0.045619	0.0553605	0.0504897	1.10579	0.045619	0.0553605
chr5_31515454_31515564_-	chr5_31521123_31521215_-	ENSG00000113360.16	pseudoBulk	21	10	27	6	0.312085033207375	-1.09953567355091	1	0.989477	0.999849	0.994663	1.09954	0.989477	0.999849
chr14_102263546_102263616_-	chr14_102280648_102280824_-	ENSG00000080823.23	pseudoBulk	11	56	41	98	0.063866322199826	-1.09076546392318	0.711514400057378	0.997704	0.00653672	0.50212	1.09077	0.00653672	0.997704
chr3_177064920_177065022_-	chr3_177098466_177098541_-	ENSG00000177565.18	pseudoBulk	95	17	16	6	0.286355497797475	1.06735526780176	1	1	0.947632	0.973816	1.06735526780176	0.947632	1
chr20_49165997_49166285_-	chr20_49174195_49174269_-	ENSG00000124214.19	pseudoBulk	33	2	73	9	0.584415840692514	1.02449456192075	1	0.996924	0.45	0.723462	1.02449456192075	0.45	0.996924
chr3_101398861_101399055_-	chr3_101417593_101417790_-	ENSG00000138468.16	pseudoBulk	751	158	188	78	2.80469582964515e-05	0.97970171652178	0.000401229934095149	0.995477	0.998677	0.997077	0.97970171652178	0.995477	0.998677
chrX_30668012_30668118_+	chrX_30674302_30674466_+	ENSG00000198814.12	pseudoBulk	9	104	1	22	0.866934286694793	0.928916901938517	1	0.991019	0.231024	0.611021	0.928916901938517	0.231024	0.991019
chr10_98156093_98156147_+	chr10_98162883_98162975_+	ENSG00000166024.13	pseudoBulk	7	1	26	7	0.951649384189414	0.914270125974116	1	0.0176182	0.00229032	0.00995426	0.914270125974116	0.00229032	0.0176182
chr1_23109585_23109650_-	chr1_23168766_23169024_-	ENSG00000169641.13	pseudoBulk	89	7	580	74	0.312529151550548	0.697922784522809	1	0.0526667	0.206012	0.129339	0.697922784522809	0.0526667	0.206012
chr5_179844152_179844227_-	chr5_179851243_179851424_-	ENSG00000161010.15	pseudoBulk	7	52	1	12	0.999999999999999	0.691877704637668	1	0.0270789	0.093511	0.0602949	0.691877704637668	0.0270789	0.093511
chr11_1456955_1457049_+	chr11_1459192_1459239_+	ENSG00000174672.16	pseudoBulk	107	8	58	7	0.543025813812971	0.690840913331179	1	0.9956	0.999167	0.997383	0.690840913331179	0.9956	0.999167
chr10_63219878_63219983_-	chr10_63264651_63264764_-	ENSG00000171988.19	pseudoBulk	867	57	703	74	0.0126323883315817	0.679070655613508	0.156936285378096	0.997566	0.96714	0.982353	0.679070655613508	0.96714	0.997566
chr8_112954684_112954761_-	chr8_112975837_112976148_-	ENSG00000164796.18	pseudoBulk	10	36	3	7	0.882679151132099	-0.625604485218502	1	0.99941	0.999115	0.999262	0.625604	0.999115	0.99941
chr7_73016329_73016417_+	chr7_73037386_73037525_+	ENSG00000229018.5	pseudoBulk	5	2	23	6	0.999999999999999	-0.616671360448494	1	0.109067	0.433043	0.271055	0.616671	0.109067	0.433043
chr3_9689964_9690143_+	chr3_9697711_9697866_+	ENSG00000163719.20	pseudoBulk	15	23	6	6	0.757611846751376	-0.616671360448494	1	0.983456	0.978077	0.980766	0.616671	0.978077	0.983456
chr7_86947727_86947922_-	chr7_86964904_86965024_-	ENSG00000164659.15	pseudoBulk	51	6	13	1	1	-0.612976876890753	1	0.943204	0.999347	0.971275	0.612977	0.943204	0.999347
chr1_227582514_227582606_+	chr1_227650956_227651076_+	ENSG00000181450.18	pseudoBulk	13	13	12	8	0.706589925901691	-0.584962500721156	1	0.0162043	0.663537	0.339871	0.584963	0.0162043	0.663537
chr7_100405013_100405093_-	chr7_100407228_100407303_-	ENSG00000078487.17	pseudoBulk	36	28	6	7	0.718081285291898	0.584962500721156	1	0.866321	0.990079	0.9282	0.584962500721156	0.866321	0.990079
chr1_52897437_52897484_-	chr1_52906519_52906611_-	ENSG00000121310.17	pseudoBulk	20	45	3	10	0.824236645544314	0.567040592723894	1	0.893375	0.994785	0.94408	0.567040592723894	0.893375	0.994785
chr12_95031349_95031488_-	chr12_95040476_95040597_-	ENSG00000120798.17	pseudoBulk	149	34	36	12	0.430451223393527	0.546743178490666	1	0.961721	0.964664	0.963193	0.546743178490666	0.961721	0.964664
chr1_236243422_236243495_-	chr1_236249885_236249967_-	ENSG00000086619.14	pseudoBulk	184	217	14	12	0.55792973054406	-0.460381697723914	1	0.998946	0.993602	0.996274	0.460382	0.993602	0.998946
chr7_44427571_44427703_-	chr7_44481292_44481461_-	ENSG00000015676.18	pseudoBulk	14	187	1	18	0.99999999999999	0.43038546361228	1	0.991406	0.300518	0.645962	0.43038546361228	0.300518	0.991406
chr4_84896911_84897010_-	chr4_84932270_84932363_-	ENSG00000163625.15	pseudoBulk	131	10	30	3	0.97976662918682	0.389566811762726	1	0.2744	0.779543	0.526971	0.389566811762726	0.2744	0.779543
chr15_85658537_85658590_+	chr15_85662388_85662453_+	ENSG00000170776.22	pseudoBulk	21	133	13	101	0.720809388979404	0.294806751888273	1	0.998481	0.992242	0.995362	0.294806751888273	0.992242	0.998481
chr3_138188455_138188530_+	chr3_138209817_138209893_+	ENSG00000114098.18	pseudoBulk	113	37	312	125	0.409384657010684	0.291107662586077	1	0.995592	0.999312	0.997452	0.291107662586077	0.995592	0.999312
chr3_112993026_112993124_+	chr3_112995135_112995265_+	ENSG00000163607.17	pseudoBulk	73	22	26	9	0.943091289999871	0.19987822354394	1	0.973697	0.968244	0.97097	0.19987822354394	0.968244	0.973697
chr14_74299548_74299675_-	chr14_74300150_74300268_-	ENSG00000119688.21	pseudoBulk	185	10	97	6	0.999999999999998	0.194503024162978	1	0.940438	0.843092	0.891765	0.194503024162978	0.843092	0.940438
chr15_76292619_76292700_-	chr15_76295591_76295737_-	ENSG00000140374.16	pseudoBulk	110	40	10	4	0.999999999999999	0.137503523749935	1	0.972024	0.906456	0.93924	0.137503523749935	0.906456	0.972024
chr5_93994446_93994504_-	chr5_94050731_94050831_-	ENSG00000113391.19	pseudoBulk	57	22	641	262	0.928398565470732	0.0827008504461538	1	0.453559	0.997624	0.725591	0.0827008504461538	0.453559	0.997624
chr6_63646527_63646795_+	chr6_63680000_63680161_+	ENSG00000118482.12	pseudoBulk	396	32	377	29	0.958526048668521	-0.0710830980614826	1	0.999911	0.996951	0.998431	0.0710831	0.996951	0.999911
chr4_87980046_87980126_+	chr4_87980393_87980434_+	ENSG00000118785.14	pseudoBulk	1064	487	229	101	0.828352511208092	-0.0534878319263017	1	0.986259	0.908262	0.947261	0.0534878	0.908262	0.986259
chr1_112583972_112584126_-	chr1_112591525_112591603_-	ENSG00000007341.19	pseudoBulk	123	45	11	4	0.999999999999999	-0.00877020962773215	1	0.9816	0.898494	0.940047	0.00877021	0.898494	0.9816
