TSS	size	covered	sum	mean	phastcons	Gene	Exon	Inclusion	Exclusion	dPI	pval	dPSI	logOddsRatio	nrow	FDR
chr17_5420146_5420170_+	25	25	0.215	0.0086	0.0086	ENSG00000129197.14	chr17_5428071_5428211_+	18	8	0.153246753246753	0.0267188831899125	0.153246753246753	-1.57800974007939	2	1
chr17_5439061_5439183_-	123	123	3.322	0.0270081	0.0270081	ENSG00000108561.8	chr17_5434873_5434966_-	100	40	-0.0898964236857533	0.22432621480301	0.0898964236857534	-1.34103691783507	2	1
chr17_5438935_5438964_-	30	30	16.74	0.558	0.558	ENSG00000108561.8	chr17_5438123_5438273_-	22	0	0.135802469135802	0.563539623011906	-0.135802469135803	-1.33014860169233	2	1
chr17_5468856_5468903_-	48	48	19.292	0.401917	0.401917	ENSG00000005100.13	chr17_5463529_5463689_-	13	7	0.0237837837837838	0.317096529540779	-0.0940540540540541	NA	4	1
chr17_54968710_54968734_+	25	25	0.273	0.01092	0.01092	ENSG00000166263.13	chr17_54999626_54999842_+	11	11	0.0177801724137931	0.984581304769836	0.0177801724137931	-0.173331602885562	2	1
chr17_54968710_54968734_+	25	25	0.273	0.01092	0.01092	ENSG00000166263.13	chr17_54999632_54999842_+	11	11	-0.0177801724137931	0.984581304769836	-0.0177801724137931	0.173331602885562	2	1
chr17_54968710_54968734_+	25	25	0.273	0.01092	0.01092	ENSG00000166263.13	chr17_55000808_55000883_+	15	7	-0.0533926585094549	0.698847541110245	0.053392658509455	0.485426827170242	2	1
chr17_54968710_54968734_+	25	25	0.273	0.01092	0.01092	ENSG00000166263.13	chr17_55007506_55007597_+	9	6	0.114393125671321	0.264902411459771	-0.114393125671321	-1.15324626029568	2	1
chr17_54968710_54968734_+	25	25	0.273	0.01092	0.01092	ENSG00000166263.13	chr17_55034168_55034259_+	9	0	0.145161290322581	0.553026663908585	0.145161290322581	-1.44200454687911	2	1
chr17_54968710_54968734_+	25	25	0.273	0.01092	0.01092	ENSG00000166263.13	chr17_55043236_55043325_+	4	5	0.136363636363636	0.368468303309871	-0.136363636363636	-1.37851162325373	2	1
chr17_58529307_58529323_-	17	17	16.67	0.980588	0.980588	ENSG00000108387.15	chr17_58520998_58521095_-	1	34	-0.0268187879685879	0.841220508637702	-0.0712698177507779	NA	4	1
chr17_59220665_59220690_+	26	26	25.79	0.991923	0.991923	ENSG00000153982.11	chr17_59234492_59234534_+	8	0	0.037914691943128	0.205041768423498	-0.0822504204250114	NA	3	1
chr17_59220665_59220690_+	26	26	25.79	0.991923	0.991923	ENSG00000153982.11	chr17_59248740_59248785_+	2	6	-0.00562770562770563	0.929215890851024	0.0235930735930736	NA	3	1
chr17_59663912_59663925_+	14	14	13.853	0.9895	0.9895	ENSG00000141367.12	chr17_59666797_59666977_+	32	3	0.122334455667789	0.650378990270602	-0.122334455667789	-0.800327655163636	2	1
chr17_59663912_59663925_+	14	14	13.853	0.9895	0.9895	ENSG00000141367.12	chr17_59668777_59668940_+	8	24	0.125	0.530266818730714	0.125	-0.736965594166206	2	1
chr17_59683870_59683884_+	15	15	14.999	0.999933	0.999933	ENSG00000141367.12	chr17_59685587_59685808_+	3	8	-0.5	0.0165111269922858	-0.5	-3.32192809488736	2	1
chr17_60525929_60525960_-	32	32	31.984	0.9995	0.9995	ENSG00000062725.10	chr17_60500399_60500487_-	13	19	-0.0266439909297052	0.810908202106678	-0.0413832199546485	NA	4	1
chr17_64502954_64502971_-	18	18	17.836	0.990889	0.990889	ENSG00000108654.15	chr17_64502010_64502069_-	10	9	0.10353174166575	2.02270788514032e-11	-0.52426009461987	NA	4	1.37339658834976e-08
chr17_64506956_64507025_+	70	70	0.123	0.00175714	0.00175714	ENSG00000258890.7	chr17_64510173_64510280_+	62	29	0.0212280701754386	0.0804388827060687	0.11719298245614	NA	4	1
chr17_64507064_64507076_+	13	13	0.026	0.002	0.002	ENSG00000258890.7	chr17_64514248_64514358_+	19	13	-0.0145390070921986	0.432651733717785	0.0960992907801418	NA	4	1
chr17_6556538_6556567_-	30	30	0.289	0.00963333	0.00963333	ENSG00000091622.16	chr17_6537987_6538082_-	8	7	0.0641025641025641	0.22408574824196	-0.217948717948718	NA	3	1
chr17_66302579_66302586_+	8	8	6.179	0.772375	0.772375	ENSG00000154229.12	chr17_66306096_66306127_+	16	25	-0.0190401364069474	0.169509497254482	0.0445579311612978	NA	3	1
chr17_67218694_67218714_-	21	21	20.712	0.986286	0.986286	ENSG00000198265.12	chr17_67215899_67215935_-	9	1	0.023238747553816	0.667878604008683	-0.0232387475538161	-1.23703919730085	2	1
chr17_67377273_67377348_+	76	76	74.117	0.975224	0.975224	ENSG00000154217.15	chr17_67552257_67552345_+	19	71	0.0698412698412698	0.623942212424633	-0.0698412698412699	-0.420108488826266	2	1
chr17_67377273_67377348_+	76	76	74.117	0.975224	0.975224	ENSG00000154217.15	chr17_67675479_67675542_+	6	24	-0.031578947368421	1	0.0315789473684211	0.192645077942396	2	1
chr17_67854521_67854537_+	17	17	16.81	0.988824	0.988824	ENSG00000171634.18	chr17_67886128_67886316_+	17	11	-0.547101449275362	0.00226350229713678	0.547101449275362	-4.22994977251453	2	0.348136066620583
chr17_68101752_68101762_+	11	11	0.493	0.0448182	0.0448182	ENSG00000237854.3	chr17_68102943_68103058_+	19	17	-0.00457516339869281	0.831680070428938	-0.0352941176470588	NA	7	1
chr17_68101535_68101580_+	46	46	0.257	0.00558696	0.00558696	ENSG00000237854.3	chr17_68106422_68106553_+	6	212	0.039447731755424	1	-0.0394477317554241	-0.249359468936717	2	1
chr17_69327165_69327190_-	26	26	0.083	0.00319231	0.00319231	ENSG00000154265.16	chr17_69325699_69325817_-	14	10	0.019702842377261	0.116295153670851	-0.0786498708010336	NA	3	1
chr17_7252239_7252318_+	80	80	0.432	0.0054	0.0054	ENSG00000170291.15	chr17_7254583_7254803_+	8	13	-0.129004329004329	0.374442022732414	0.129004329004329	0.88486428927852	2	1
chr17_7252239_7252318_+	80	80	0.432	0.0054	0.0054	ENSG00000170291.15	chr17_7258588_7258683_+	7	1	0.227272727272727	0.314753154915863	-0.227272727272727	-2.22239242133645	2	1
chr17_74213539_74213583_+	45	45	4.005	0.089	0.089	ENSG00000141540.11	chr17_74230888_74230999_+	189	47	-0.0148809523809523	0.946809292349241	0.0148809523809524	-0.799701349514169	2	1
chr17_74972715_74972739_-	25	25	0.694	0.02776	0.02776	ENSG00000167861.16	chr17_74962965_74963081_-	24	15	-0.157894736842105	0.364562402228925	-0.157894736842105	-1.12928301694497	2	1
chr17_74972715_74972739_-	25	25	0.694	0.02776	0.02776	ENSG00000167861.16	chr17_74962965_74963910_-	10	29	0.188888888888889	0.367439909349632	-0.188888888888889	1.46394709975979	2	1
chr17_74972715_74972739_-	25	25	0.694	0.02776	0.02776	ENSG00000167861.16	chr17_74963740_74963910_-	24	16	-0.226720647773279	0.147258336659692	-0.226720647773279	-1.73696559416621	2	1
chr17_75131705_75131711_-	7	7	0.457	0.0652857	0.0652857	ENSG00000125458.7	chr17_75130753_75130867_-	8	5	-0.028972783143108	0.205942304069718	0.102677787532924	NA	4	1
chr17_75131714_75131726_-	13	13	0.058	0.00446154	0.00446154	ENSG00000125458.7	chr17_75130965_75131281_-	8	23	0.0295244534595447	0.00683101122792693	-0.109477124183006	NA	3	0.792993083407109
chr17_75131714_75131726_-	13	13	0.058	0.00446154	0.00446154	ENSG00000125458.7	chr17_75131045_75131281_-	11	20	0.0787751285647499	0.0855394689173229	0.0787751285647499	-1.1124125427871	2	1
chr17_75405634_75405644_-	11	11	0.029	0.00263636	0.00263636	ENSG00000177885.15	chr17_75393551_75393765_-	15	10	-0.030812324929972	0.58114837128365	0.030812324929972	0.481708538924132	2	1
chr17_75667323_75667376_+	54	54	15.119	0.279981	0.279981	ENSG00000161526.15	chr17_75671816_75671863_+	199	71	-0.00272869022869016	0.999999999999999	0.00272869022869023	-0.0980849996821893	2	1
chr17_75754693_75754712_+	20	20	3.728	0.1864	0.1864	ENSG00000132470.14	chr17_75755055_75755213_+	10	19	-0.0260831122900088	0.469217612522023	0.0888594164456234	NA	5	1
chr17_7583843_7583863_+	21	21	15.388	0.732762	0.732762	ENSG00000129255.16	chr17_7587161_7587271_+	28	7	0.198380566801619	0.324925560519438	0.198380566801619	1.26303440583379	2	1
chr17_76103692_76103707_-	16	16	0.124	0.00775	0.00775	ENSG00000182473.22	chr17_76094414_76094581_-	2	7	0.035024154589372	0.979540361827558	0.035024154589372	-0.602036014080098	2	1
chr17_76353852_76353936_-	85	85	6.256	0.0736	0.0736	ENSG00000161542.17	chr17_76330551_76330666_-	19	80	-0.146170839469808	0.15723519430755	0.146170839469809	-1.15646274163575	2	1
chr17_76453143_76453167_-	25	25	24.613	0.98452	0.98452	ENSG00000175931.13	chr17_76402064_76402127_-	10	11	0.254385964912281	0.279512201416578	0.254385964912281	1.86249647625007	2	1
chr17_76685121_76685123_-	3	3	2.972	0.990667	0.990667	ENSG00000182534.13	chr17_76683847_76683927_-	1	12	-0.315668202764977	0.0706571874036622	0.315668202764977	3.03747470541866	2	1
chr17_76737323_76737340_-	18	18	0.37	0.0205556	0.0205556	ENSG00000161547.17	chr17_76735772_76735875_-	16	127	0.000435729847494515	1	-0.000435729847494556	0.0113153132278341	2	1
chr17_80263640_80263653_+	14	14	0.013	0.000928571	0.000928571	ENSG00000173821.19	chr17_80278764_80278910_+	7	21	-0.0433558558558559	0.0457210374466872	0.097972972972973	NA	3	1
chr17_81511223_81511266_-	44	44	2.282	0.0518636	0.0518636	ENSG00000184009.12	chr17_81510479_81510833_-	14	152	-0.00650699754725147	0.0272534415717032	-0.06393016880681	NA	11	1
chr17_82037684_82037708_-	25	25	0.193	0.00772	0.00772	ENSG00000169738.8	chr17_82036191_82036643_-	82	333	0.00565092227316344	0.999999999999989	-0.00565092227316345	0.563136138267978	2	1
chr17_82037728_82037737_-	10	10	0.004	4e-04	4e-04	ENSG00000169738.8	chr17_82037450_82037547_-	7	0	0.0224358974358974	0.246799009760497	-0.0224358974358975	-2.34910535595746	2	1
chr17_82059981_82059998_-	18	18	17.94	0.996667	0.996667	ENSG00000169718.18	chr17_82058341_82058416_-	8	7	0.346153846153846	0.0808926541268659	0.346153846153846	-2.11864449649862	2	1
chr17_82059981_82059998_-	18	18	17.94	0.996667	0.996667	ENSG00000169718.18	chr17_82058341_82058818_-	7	8	-0.152406417112299	0.523324635583464	0.152406417112299	0.929610672108602	2	1
chr17_82059981_82059998_-	18	18	17.94	0.996667	0.996667	ENSG00000169718.18	chr17_82058781_82058818_-	8	7	0.346153846153846	0.0808926541268659	0.346153846153846	-2.11864449649862	2	1
chr17_82273635_82273656_-	22	22	21.938	0.997182	0.997182	ENSG00000141551.14	chr17_82265686_82265796_-	3	11	0.00491562729273661	0.0981255480134453	-0.136977256052825	NA	3	1
chr17_8630714_8630738_-	25	25	24.792	0.99168	0.99168	ENSG00000133026.13	chr17_8623424_8623497_-	19	221	0.0514800514800515	0.745787246592854	0.0514800514800515	0.707952467495739	2	1
chr18_12657589_12657624_-	36	36	29.129	0.809139	0.809139	ENSG00000134278.15	chr18_12496012_12496102_-	3	41	0.160597572362278	0.618671183143149	-0.160597572362278	-1.03476541816068	2	1
chr18_12657966_12657988_-	23	23	6.489	0.28213	0.28213	ENSG00000134278.15	chr18_12535476_12535601_-	27	2	-0.0096989966555184	0.0118435456039902	-0.355183946488294	NA	4	1
chr18_12657868_12657959_-	92	92	48.717	0.529533	0.529533	ENSG00000134278.15	chr18_12635062_12635096_-	144	27	0.0148123765635287	0.0650514461094782	-0.0952106649111257	NA	4	1
chr18_12884152_12884251_-	100	100	32.648	0.32648	0.32648	ENSG00000175354.20	chr18_12825810_12825944_-	161	168	0.026059293353188	0.358364218799996	0.026059293353188	0.938599455335857	2	1
chr18_12884152_12884251_-	100	100	32.648	0.32648	0.32648	ENSG00000175354.20	chr18_12859164_12859254_-	348	40	-0.0491803278688525	0.30290570846248	-0.0491803278688525	-2.04890960048095	2	1
chr18_21111603_21111649_-	47	47	39.791	0.846617	0.846617	ENSG00000067900.8	chr18_21070532_21070613_-	11	5	-0.00367164961972199	0.571881181394875	0.12588512981904	NA	4	1
chr18_23453276_23453338_+	63	63	48.597	0.771381	0.771381	ENSG00000101782.15	chr18_23463967_23464112_+	410	65	-0.0201426024955437	0.627758216068225	0.0201426024955437	-1.24977830913153	2	1
chr18_23453276_23453338_+	63	63	48.597	0.771381	0.771381	ENSG00000101782.15	chr18_23464206_23464313_+	396	75	-0.0233384556281213	0.484976006134476	0.0233384556281214	-1.50635266602479	2	1
chr18_23453276_23453338_+	63	63	48.597	0.771381	0.771381	ENSG00000101782.15	chr18_23467399_23467526_+	63	34	0.00755166931637519	0.999999999999999	-0.0075516693163752	0.152851488083371	2	1
chr18_2655656_2655672_+	17	17	11.151	0.655941	0.655941	ENSG00000101596.16	chr18_2666157_2666232_+	57	4	0.0178860421614578	0.00100670628788577	-0.203556190756426	NA	4	0.184473303864604
chr18_26865718_26865728_-	11	11	6.173	0.561182	0.561182	ENSG00000171885.17	chr18_26862182_26862592_-	2	213	-0.045959595959596	0.127765587821403	0.256060606060606	NA	3	1
chr18_3013115_3013156_-	42	42	0.371	0.00883333	0.00883333	ENSG00000101577.9	chr18_2960649_2960849_-	329	33	0.0102698180297009	0.15771556145156	-0.0763438611169211	NA	5	1
chr18_31943088_31943141_-	54	54	50.399	0.933315	0.933315	ENSG00000153339.14	chr18_31931329_31931523_-	82	23	0.0579133510167993	0.56561203343483	-0.0579133510167993	1.09702445439486	2	1
chr18_34710329_34710339_+	11	11	10.998	0.999818	0.999818	ENSG00000134769.21	chr18_34794037_34794250_+	6	14	0.00117725752508362	0.0048110270162029	0.193739130434783	NA	8	0.614367106819549
chr18_35070199_35070216_+	18	18	17.938	0.996556	0.996556	ENSG00000166974.13	chr18_35101946_35102159_+	5	11	-0.0169172932330827	0.00390356208942713	-0.233082706766917	NA	4	0.532693720931281
chr18_35344409_35344466_-	58	58	54.822	0.945207	0.945207	ENSG00000172466.16	chr18_35339829_35339976_-	315	21	0.0161600615621393	0.999999999999993	-0.0161600615621393	0.321928094887362	2	1
chr18_35344468_35344476_-	9	9	8.974	0.997111	0.997111	ENSG00000172466.16	chr18_35339832_35339976_-	2	24	0.055635838150289	0.728246462739704	-0.0556358381502891	-0.938599455335857	2	1
chr18_35972653_35972702_+	50	50	0.162	0.00324	0.00324	ENSG00000141428.17	chr18_35972885_35972907_+	40	9	0.0343137254901961	1	0.0343137254901961	0.277533975528909	2	1
chr18_36067429_36067439_-	11	11	10.216	0.928727	0.928727	ENSG00000141425.18	chr18_36040807_36040865_-	3	15	0.195833333333333	0.175429512104303	0.195833333333333	-1.88194423847829	2	1
chr18_36297674_36297684_+	11	11	7.052	0.641091	0.641091	ENSG00000134775.15	chr18_36372680_36372744_+	15	8	-0.00366161616161617	0.999999999999998	0.0036616161616162	0.0664742778880147	2	1
chr18_36297692_36297743_+	52	52	42.646	0.820115	0.820115	ENSG00000134775.15	chr18_36512438_36512543_+	58	118	-0.0084786821705426	0.999999999999997	0.00847868217054264	-0.150192936318128	2	1
chr18_37253945_37253997_-	53	53	50.964	0.961585	0.961585	ENSG00000101489.20	chr18_37247186_37247270_-	11	35	0.102713178294574	0.682419941918015	0.102713178294574	1.33014860169233	2	1
chr18_41955188_41955267_+	80	80	0.959	0.0119875	0.0119875	ENSG00000078142.13	chr18_41957570_41957758_+	305	17	-0.0257697456492637	0.999999999999998	-0.0257697456492637	-0.589684910963559	2	1
chr18_41955275_41955285_+	11	11	0.059	0.00536364	0.00536364	ENSG00000078142.13	chr18_41962489_41962632_+	21	6	-0.020002446782481	0.798499194294953	0.0200024467824811	0.359652596002414	2	1
chr18_41955275_41955285_+	11	11	0.059	0.00536364	0.00536364	ENSG00000078142.13	chr18_41984945_41985107_+	1	19	-0.0256410256410256	0.999999999999991	0.0256410256410257	0.587197505104465	2	1
chr18_41955188_41955267_+	80	80	0.959	0.0119875	0.0119875	ENSG00000078142.13	chr18_41990459_41990554_+	44	154	0.0195035460992908	0.894782730136374	-0.0195035460992908	0.415037499278844	2	1
chr18_46098276_46098302_-	27	27	21.97	0.813704	0.813704	ENSG00000152234.16	chr18_46089566_46089732_-	39	5	0.025	0.999999999999999	0.025	0.156119201917282	2	1
chr18_46174009_46174053_+	45	45	40.681	0.904022	0.904022	ENSG00000152242.11	chr18_46215811_46216595_+	3	12	0	1	0	0	2	1
chr18_46917433_46917536_-	104	104	49.868	0.4795	0.4795	ENSG00000078043.16	chr18_46844734_46844839_-	87	20	-0.0735930735930735	0.549121432050031	0.0735930735930736	-1.46394709975979	2	1
chr18_46890665_46890679_-	15	15	14.875	0.991667	0.991667	ENSG00000078043.16	chr18_46864164_46864248_-	18	0	0.0606060606060606	0.248708159757572	0.0606060606060606	-2.25525705524207	2	1
chr18_500635_500641_-	7	7	0.113	0.0161429	0.0161429	ENSG00000158270.12	chr18_480707_480757_-	8	14	-0.0285072951739618	0.168425768891563	0.108978675645342	NA	3	1
chr18_50266460_50266479_-	20	20	1.249	0.06245	0.06245	ENSG00000172361.6	chr18_50261990_50262219_-	7	2	0.0111111111111111	1	0.0111111111111111	-0.0911478880581953	2	1
chr18_50879057_50879088_+	32	32	0.779	0.0243438	0.0243438	ENSG00000082212.13	chr18_50895809_50895928_+	17	0	0.104294478527607	0.00457955596578992	-0.291820040899796	NA	3	0.59542648799629
chr18_50879094_50879181_+	88	88	1.561	0.0177386	0.0177386	ENSG00000082212.13	chr18_50895809_50895932_+	29	110	0.21324200913242	0.0180432679708267	0.21324200913242	3.24654628304522	2	1
chr18_50879057_50879088_+	32	32	0.779	0.0243438	0.0243438	ENSG00000082212.13	chr18_50912801_50912950_+	3	9	0.0124671916010499	0.669257458212427	-0.0695538057742782	NA	3	1
chr18_57352793_57352813_+	21	21	19.247	0.916524	0.916524	ENSG00000177511.6	chr18_57354402_57354524_+	3	14	0.0258503401360544	0.000223398390508197	-0.291221250404924	NA	5	0.0536128265039118
chr18_68714995_68715042_-	48	48	0.232	0.00483333	0.00483333	ENSG00000166479.10	chr18_68691295_68691361_-	7	3	0.299152542372881	0.00201468697054373	0.299152542372881	-3.32930762525296	2	0.321944981143798
chr18_68714995_68715042_-	48	48	0.232	0.00483333	0.00483333	ENSG00000166479.10	chr18_68697226_68697303_-	10	12	-0.133333333333333	0.113244531951961	0.133333333333333	1.24100809950379	2	1
chr18_68714995_68715042_-	48	48	0.232	0.00483333	0.00483333	ENSG00000166479.10	chr18_68700405_68700485_-	21	1	0.107575757575758	0.599577035455835	-0.107575757575758	-1.37601561044966	2	1
chr18_68715053_68715139_-	87	87	8.889	0.102172	0.102172	ENSG00000166479.10	chr18_68701745_68701790_-	78	41	0.0835579514824797	0.294365290381481	-0.0835579514824798	0.812372996824229	2	1
chr18_68714995_68715042_-	48	48	0.232	0.00483333	0.00483333	ENSG00000166479.10	chr18_68710021_68710144_-	25	12	0.00339970859640604	1	-0.00339970859640604	-0.0346461428068912	2	1
chr18_68715192_68715290_+	99	99	0.987	0.0099697	0.0099697	ENSG00000150636.17	chr18_68823366_68823416_+	26	80	0.032730404823428	0.87451879583777	-0.0327304048234281	0.963474123974886	2	1
chr18_712597_712614_-	18	18	0.063	0.0035	0.0035	ENSG00000132199.20	chr18_691204_691276_-	7	8	-0.221052631578947	0.157419301794376	0.221052631578947	1.5405683813627	2	1
chr18_712597_712614_-	18	18	0.063	0.0035	0.0035	ENSG00000132199.20	chr18_693882_693908_-	16	232	-0.139085444723427	0.0189564125787342	-0.139085444723427	1.02427474612302	2	1
chr18_712597_712614_-	18	18	0.063	0.0035	0.0035	ENSG00000132199.20	chr18_694248_694334_-	199	52	0.00392561983471074	0.999999999999998	-0.00392561983471074	-0.0257364873808489	2	1
chr18_712597_712614_-	18	18	0.063	0.0035	0.0035	ENSG00000132199.20	chr18_697240_697355_-	188	64	-0.00237077481231368	1	0.00237077481231374	0.0155003725619885	2	1
chr18_712597_712614_-	18	18	0.063	0.0035	0.0035	ENSG00000132199.20	chr18_697240_697414_-	3	249	-0.143617021276596	0.346375931419127	-0.143617021276596	1.10106455968249	2	1
chr18_712619_712680_-	62	62	0.158	0.00254839	0.00254839	ENSG00000132199.20	chr18_706470_706578_-	514	11	0.0616637579988365	0.766709700432624	-0.0616637579988366	0.387763567952098	2	1
chr18_74534558_74534568_+	11	11	0.017	0.00154545	0.00154545	ENSG00000150656.15	chr18_74560856_74561018_+	17	21	0.0178361682690216	0.101114796999493	-0.0753469352242572	NA	5	1
chr18_74534430_74534468_+	39	39	0.537	0.0137692	0.0137692	ENSG00000150656.15	chr18_74567233_74567433_+	5	5	-0.375	0.151486100322139	0.375	2.32192809488736	2	1
chr18_812231_812299_-	69	69	14.088	0.204174	0.204174	ENSG00000176105.14	chr18_751705_751804_-	12	3	0.171717171717172	0.537732274695717	-0.171717171717172	1.09310940439148	2	1
chr18_76822524_76822595_+	72	72	55.149	0.765958	0.765958	ENSG00000130856.16	chr18_76880113_76880316_+	88	7	-0.188714499252616	0.319386730694602	-0.188714499252616	1.10281080558378	2	1
chr18_77132758_77132768_-	11	11	2.793	0.253909	0.253909	ENSG00000197971.16	chr18_77105211_77105286_-	34	10	0.00359281437125747	0.999999999999998	-0.00359281437125758	-0.0321804057491499	2	1
chr18_79988528_79988598_-	71	71	2.749	0.0387183	0.0387183	ENSG00000141759.15	chr18_79986602_79986750_-	26	105	-0.0231638418079095	0.972348913089122	0.0231638418079096	-0.313366081383938	2	1
chr18_9913981_9914091_+	111	111	70.832	0.638126	0.638126	ENSG00000101558.14	chr18_9936110_9936210_+	12	325	0.124551124551125	0.449412969190835	-0.124551124551125	1.59821859742342	2	1
chr19_10086143_10086176_+	34	34	28.286	0.831941	0.831941	ENSG00000130813.18	chr19_10087251_10087300_+	22	18	-0.0106376656563856	0.875568100106668	-0.0205621917156951	NA	4	1
chr19_10251928_10252010_+	83	83	0.256	0.00308434	0.00308434	ENSG00000105364.14	chr19_10252551_10252701_+	20	1	0.0402852049910873	0.958343365118496	0.0402852049910873	-0.745578724470914	2	1
chr19_10251928_10252010_+	83	83	0.256	0.00308434	0.00308434	ENSG00000105364.14	chr19_10258413_10258522_+	7	13	-0.0441176470588235	0.466140235343607	-0.0441176470588235	0.684137905811992	2	1
chr19_10251928_10252010_+	83	83	0.256	0.00308434	0.00308434	ENSG00000105364.14	chr19_10258609_10258685_+	6	14	0.0109070034443169	0.999999999999999	-0.0109070034443169	-0.160936218215058	2	1
chr19_10654328_10654381_+	54	54	33.241	0.615574	0.615574	ENSG00000129351.17	chr19_10678613_10678704_+	135	23	-0.0559210526315789	5.75875886458849e-05	-0.113987414187643	NA	4	0.0155646128469845
chr19_10654273_10654322_+	50	50	3.548	0.07096	0.07096	ENSG00000129351.17	chr19_10680346_10680443_+	95	52	-0.00321565407772301	0.0502407797848925	-0.0544608648056924	NA	5	1
chr19_1104050_1104078_+	29	29	14.194	0.489448	0.489448	ENSG00000167468.17	chr19_1105658_1106266_+	6	455	0.0846471016250303	0.938045588345547	0.0846471016250303	0.82132895609287	2	1
chr19_1104629_1104691_+	63	63	5.264	0.0835556	0.0835556	ENSG00000167468.17	chr19_1106378_1106459_+	9	19	-0.000740230092896053	0.0288471626653087	-0.0739156476730782	NA	11	1
chr19_12610700_12610758_-	59	59	7.201	0.122051	0.122051	ENSG00000188033.10	chr19_12609158_12609202_-	84	45	-0.0441176470588235	0.656627612053432	-0.0441176470588235	-0.321928094887362	2	1
chr19_12610700_12610758_-	59	59	7.201	0.122051	0.122051	ENSG00000188033.10	chr19_12609870_12609974_-	6	123	-0.186688311688312	0.322116865994727	0.186688311688312	-1.18762700317577	2	1
chr19_1269326_1269340_+	15	15	7.328	0.488533	0.488533	ENSG00000099622.14	chr19_1271329_1271467_+	1553	41	-0.0466543891958257	0.300068218411857	0.0466543891958257	-2.00463740367437	2	1
chr19_1269326_1269340_+	15	15	7.328	0.488533	0.488533	ENSG00000099622.14	chr19_1271551_1271632_+	1545	47	-0.0468846391116595	0.244141939721466	-0.0468846391116595	-2.20912524232949	2	1
chr19_1269326_1269340_+	15	15	7.328	0.488533	0.488533	ENSG00000099622.14	chr19_1271981_1272051_+	429	1157	-0.0715683057686338	6.39607235587636e-10	0.0715683057686339	-2.04801067205644	2	3.49132152074722e-07
chr19_12734654_12734692_-	39	39	19.127	0.490436	0.490436	ENSG00000123144.11	chr19_12731344_12731421_-	183	34	0.0964167845355964	0.123066949918487	0.0964167845355964	1.18030948359012	2	1
chr19_12734654_12734692_-	39	39	19.127	0.490436	0.490436	ENSG00000123144.11	chr19_12731344_12731557_-	31	186	-0.112445278298937	0.0761703975729652	0.112445278298937	-1.33703498727757	2	1
chr19_12801844_12801855_-	12	12	0.136	0.0113333	0.0113333	ENSG00000167815.12	chr19_12799859_12799989_-	34	4	0.0469592808038075	4.71425432876534e-05	0.167213114754098	NA	5	0.0132563654267064
chr19_13747869_13747879_+	11	11	0.349	0.0317273	0.0317273	ENSG00000104957.14	chr19_13758868_13759010_+	9	17	0.0168455915943353	0.570648129479239	-0.0500799451804477	NA	3	1
chr19_13747847_13747866_+	20	20	2.685	0.13425	0.13425	ENSG00000104957.14	chr19_13758868_13759272_+	7	12	0.00163934426229509	0.984901465121407	-0.00936768149882905	NA	3	1
chr19_1383879_1383889_+	11	11	0.102	0.00927273	0.00927273	ENSG00000115286.20	chr19_1387811_1387847_+	39	0	0.182242990654206	0.0665378323701826	0.182242990654206	-3.22650852980868	2	1
chr19_1383879_1383889_+	11	11	0.102	0.00927273	0.00927273	ENSG00000115286.20	chr19_1388525_1388593_+	39	0	0.179723502304147	0.101045889724585	0.179723502304147	-2.97959378933816	2	1
chr19_1383879_1383889_+	11	11	0.102	0.00927273	0.00927273	ENSG00000115286.20	chr19_1390871_1391050_+	39	0	0.173333333333333	0.313801766178978	0.173333333333333	-2.06817150264158	2	1
chr19_1383879_1383889_+	11	11	0.102	0.00927273	0.00927273	ENSG00000115286.20	chr19_1391119_1391165_+	39	0	0.173333333333333	0.313801766178978	0.173333333333333	-2.06817150264158	2	1
chr19_1383879_1383889_+	11	11	0.102	0.00927273	0.00927273	ENSG00000115286.20	chr19_1393242_1393330_+	39	0	0.171806167400881	0.49241736705865	0.171806167400881	-1.53816828924222	2	1
chr19_14073775_14073844_+	70	70	57.722	0.8246	0.8246	ENSG00000141854.9	chr19_14074325_14074463_+	6	46	0.0060929169840061	1	-0.00609291698400616	0.0354053361311989	2	1
chr19_14529581_14529608_+	28	28	1.335	0.0476786	0.0476786	ENSG00000099797.15	chr19_14563174_14563257_+	8	223	0.270305514157973	0.140941626209175	0.270305514157973	-1.6639861488091	2	1
chr19_14562510_14562541_+	32	32	31.594	0.987313	0.987313	ENSG00000099797.15	chr19_14563982_14564287_+	1	10	-0.00788981373532522	0.0367097131949386	0.136024726838923	NA	4	1
chr19_14562510_14562541_+	32	32	31.594	0.987313	0.987313	ENSG00000099797.15	chr19_14564786_14565123_+	1	10	-0.010450184501845	1.69239905428218e-05	0.215571955719557	NA	5	0.0054153954386874
chr19_14563839_14563864_+	26	26	25.086	0.964846	0.964846	ENSG00000099797.15	chr19_14564786_14565290_+	3	44	0.0453209211170995	0.240507889788525	0.156050955414013	NA	4	1
chr19_14529581_14529608_+	28	28	1.335	0.0476786	0.0476786	ENSG00000099797.15	chr19_14564949_14565123_+	1	229	-0.397197005892658	0.0107070499047537	-0.397197005892658	3.43548160204593	2	1
chr19_14563839_14563864_+	26	26	25.086	0.964846	0.964846	ENSG00000099797.15	chr19_14565066_14565290_+	1	46	-0.0506505391318187	0.00253868052980227	0.270282099232085	NA	4	0.379963396769574
