PolyA	size	covered	sum	mean	phastcons	Gene	Exon	Inclusion	Exclusion	dPI	pval	dPSI	logOddsRatio	nrow	FDR
chr19_35720409_35720409_+	1	1	0.934	0.934	0.934	ENSG00000272333.7	chr19_35719469_35719541_+	8	0	0.012779552715655	0.424484041243373	-0.0376755681475677	NA	3	1
chr19_35879761_35879806_+	46	46	20.364	0.442696	0.442696	ENSG00000105290.13	chr19_35878572_35878654_+	94	984	0.00645670119354325	0.959432564356875	-0.0064567011935433	0.699537187588737	2	1
chr19_35879761_35879806_+	46	46	20.364	0.442696	0.442696	ENSG00000105290.13	chr19_35878584_35878654_+	806	353	0.016505264581115	0.0678608535764569	-0.0165052645811151	1.34311474870184	2	1
chr19_36996625_36996656_+	32	32	0.135	0.00421875	0.00421875	ENSG00000198453.13	chr19_36991751_36991846_+	5	7	0.187134502923977	0.599126209643913	0.187134502923977	-1.09953567355091	2	1
chr19_37533659_37533688_+	30	30	11.254	0.375133	0.375133	ENSG00000188227.13	chr19_37520184_37520312_+	3	8	-0.1	0.610021156869682	0.1	-0.917537839808027	2	1
chr19_37533659_37533688_+	30	30	11.254	0.375133	0.375133	ENSG00000188227.13	chr19_37532356_37532482_+	14	6	-0.463768115942029	0.00956901244127617	0.463768115942029	-2.97400479146706	2	0.543253730398743
chr19_38383448_38383494_+	47	47	11.857	0.252277	0.252277	ENSG00000099341.11	chr19_38382117_38382228_+	189	7	-0.215767634854772	0.362039545807887	-0.215767634854772	1.94555221597762	2	1
chr19_38408860_38408860_+	1	1	0.656	0.656	0.656	ENSG00000130244.12	chr19_38406910_38407077_+	22	0	0.354838709677419	0.0264231905680689	0.354838709677419	-3.83794324189103	2	1
chr19_49101664_49101668_+	5	5	4.995	0.999	0.999	ENSG00000104852.15	chr19_49090466_49090520_+	122	10	0.0772357723577236	0.730708837014475	0.0772357723577236	-0.538419914784126	2	1
chr19_49101664_49101668_+	5	5	4.995	0.999	0.999	ENSG00000104852.15	chr19_49098427_49098491_+	133	0	0.751412429378531	8.64544917494094e-05	0.751412429378531	-5.4032057389215	2	0.0125828663324475
chr19_49101664_49101668_+	5	5	4.995	0.999	0.999	ENSG00000104852.15	chr19_49098642_49098704_+	136	0	0.727272727272727	6.94499227265072e-06	0.727272727272727	-5.73696559416621	2	0.00142548243569865
chr19_49491840_49491872_+	33	33	15.804	0.478909	0.478909	ENSG00000142541.17	chr19_49490232_49490297_+	2	13	-0.8	4.8753899967255e-07	-0.8	6.5077946401987	2	0.000121959067254999
chr19_49491840_49491872_+	33	33	15.804	0.478909	0.478909	ENSG00000142541.17	chr19_49490475_49490576_+	2	17	-0.74702380952381	1.48855412561808e-07	-0.74702380952381	5.99435343685886	2	4.07897436830417e-05
chr19_49491840_49491872_+	33	33	15.804	0.478909	0.478909	ENSG00000142541.17	chr19_49491040_49491099_+	14	9	-0.572567783094099	0.000878320655376236	-0.572567783094099	3.78883483408681	2	0.0857420680761495
chr19_49491840_49491872_+	33	33	15.804	0.478909	0.478909	ENSG00000142541.17	chr19_49491425_49491547_+	16	10	-0.172487526728439	0.207596535170845	0.172487526728439	1.11334147307594	2	1
chr19_49685563_49685564_+	2	2	0	0	0	ENSG00000126457.21	chr19_49680487_49680592_+	4	38	0.0491889063317635	0.954112702909373	-0.0491889063317635	-0.350331809891029	2	1
chr19_49860057_49860085_+	29	29	28.146	0.970552	0.970552	ENSG00000104960.15	chr19_49856975_49857130_+	3	7	0	1	0	0	2	1
chr19_49860057_49860085_+	29	29	28.146	0.970552	0.970552	ENSG00000104960.15	chr19_49857693_49857782_+	11	0	0.0365448504983389	0.476324729554331	0.0365448504983389	-1.52745004206595	2	1
chr19_49860057_49860085_+	29	29	28.146	0.970552	0.970552	ENSG00000104960.15	chr19_49857904_49857977_+	11	0	0.0318840579710145	0.531932018578459	0.0318840579710145	-1.36112954502549	2	1
chr19_49885496_49885517_+	22	22	0.296	0.0134545	0.0134545	ENSG00000104946.13	chr19_49883651_49883745_+	7	9	-0.288401253918495	0.0102726681254218	0.288401253918495	2.33455570321511	2	0.567113474514157
chr19_49885496_49885517_+	22	22	0.296	0.0134545	0.0134545	ENSG00000104946.13	chr19_49884459_49884559_+	17	7	-0.380281690140845	0.000739879524957113	0.380281690140845	2.87832144341175	2	0.0749701929142468
chr19_49885496_49885517_+	22	22	0.296	0.0134545	0.0134545	ENSG00000104946.13	chr19_49884659_49884758_+	7	19	-0.789628623188406	1.99407953841492e-26	-0.789628623188406	6.97195405190229	2	2.28033759714534e-23
chr19_49931499_49931499_+	1	1	0.005	0.005	0.005	ENSG00000169136.11	chr19_49929243_49929400_+	9	26	0.0753246753246753	0.915821452219908	0.0753246753246753	-0.639410284743533	2	1
chr19_54154464_54154515_+	52	52	8.956	0.172231	0.172231	ENSG00000088038.19	chr19_54152226_54152325_+	10	3	-0.00462962962962965	1	-0.00462962962962965	0.0285691521967709	2	1
chr19_54154464_54154515_+	52	52	8.956	0.172231	0.172231	ENSG00000088038.19	chr19_54152867_54152999_+	28	4	0.0784313725490196	0.847944894792291	-0.0784313725490196	-0.485426827170242	2	1
chr19_54436900_54436921_+	22	22	6.128	0.278545	0.278545	ENSG00000167614.14	chr19_54435542_54435684_+	10	2	-0.0103070175438596	0.688481835672397	0.0103070175438597	1	2	1
chr19_55312474_55312508_+	35	35	34.813	0.994657	0.994657	ENSG00000160469.17	chr19_55304551_55304920_+	10	12	-0.12807881773399	0.027877175755609	0.296551724137931	NA	3	1
chr19_55312474_55312508_+	35	35	34.813	0.994657	0.994657	ENSG00000160469.17	chr19_55306252_55306450_+	180	10	-0.192630898513251	0.180815185791347	0.192630898513251	-1.12600788491211	2	1
chr19_55312474_55312508_+	35	35	34.813	0.994657	0.994657	ENSG00000160469.17	chr19_55308639_55308728_+	270	13	0.0410905091137649	0.744316149520653	-0.041090509113765	0.253979247550012	2	1
chr19_5653361_5653390_+	30	30	28.887	0.9629	0.9629	ENSG00000160633.13	chr19_5648989_5649499_+	4	20	-0.0651162790697674	0.984074188638261	0.0651162790697675	0.383328639551506	2	1
chr19_5653361_5653390_+	30	30	28.887	0.9629	0.9629	ENSG00000160633.13	chr19_5649926_5649975_+	25	24	0.128840970350404	0.207882730127882	0.128840970350404	-0.775100723052977	2	1
chr19_8322357_8322433_+	77	77	6.003	0.077961	0.077961	ENSG00000233927.5	chr19_8321656_8322091_+	114	59	0.234894091415831	5.34248977632827e-07	-0.234894091415831	5.19817447824649	2	0.000129593873373396
chr19_8369446_8369446_+	1	1	0.002	0.002	0.002	ENSG00000167772.12	chr19_8365954_8366064_+	88	2	0.0856590218292346	0.774819651182642	-0.0856590218292347	-0.716467283849648	2	1
chr19_8369446_8369446_+	1	1	0.002	0.002	0.002	ENSG00000167772.12	chr19_8366202_8366319_+	90	0	0.233160621761658	0.0842507063826215	-0.233160621761658	-3.08975465275833	2	1
chr2_101867250_101867250_+	1	1	0.993	0.993	0.993	ENSG00000071054.16	chr2_101863821_101864051_+	2	7	0.0406626506024096	0.965565503041607	-0.0406626506024096	-0.633217669328377	2	1
chr2_101867250_101867250_+	1	1	0.993	0.993	0.993	ENSG00000071054.16	chr2_101864930_101865036_+	9	16	-0.0597688008130081	0.170727774636165	0.0597688008130082	0.983425775464484	2	1
chr2_112317247_112317251_+	5	5	4.995	0.999	0.999	ENSG00000188177.14	chr2_112309885_112310161_+	6	6	-0.0285714285714285	1	0.0285714285714286	-0.169925001442312	2	1
chr2_118108582_118108643_+	62	62	60.344	0.97329	0.97329	ENSG00000125629.15	chr2_118103197_118103321_+	4	7	-0.414285714285714	0.111229618080805	-0.414285714285714	2.54432051622381	2	1
chr2_134953920_134953921_+	2	2	1.979	0.9895	0.9895	ENSG00000082258.13	chr2_134952641_134952711_+	120	16	-0.127179487179487	0.317453333891258	-0.127179487179487	-0.756074417113911	2	1
chr2_135636101_135636125_+	25	25	24.978	0.99912	0.99912	ENSG00000048991.16	chr2_135606067_135606159_+	1	78	-0.0254391278013325	0.999999999999998	0.0254391278013326	0.452512204697507	2	1
chr2_135621589_135621589_+	1	1	1	1	1	ENSG00000048991.16	chr2_135619525_135619686_+	15	681	-0.143700787401575	0.0957797358442048	0.143700787401575	-1.48669848440629	2	1
chr2_135622749_135622763_+	15	15	14.937	0.9958	0.9958	ENSG00000048991.16	chr2_135621494_135621608_+	11	1	0.0408163265306122	1	-0.0408163265306123	-0.716927840929661	2	1
chr2_135770659_135770659_+	1	1	0.999	0.999	0.999	ENSG00000144224.17	chr2_135753539_135754277_+	46	328	3.7686074995269e-05	0.805409429204438	0.041303938194837	NA	5	1
chr2_135770665_135770691_+	27	27	26.876	0.995407	0.995407	ENSG00000144224.17	chr2_135754140_135754277_+	1	54	-0.0196416573348264	0.303620780290941	0.173057110862262	NA	5	1
chr2_135769812_135769823_+	12	12	11.891	0.990917	0.990917	ENSG00000144224.17	chr2_135761821_135761911_+	2	272	-0.139694820545884	0.508158050224488	-0.139694820545884	1.09248091601696	2	1
chr2_152618862_152618862_+	1	1	0.998	0.998	0.998	ENSG00000157827.20	chr2_152578888_152578964_+	24	0	0.0361990950226244	0.24319271711201	0.0361990950226244	-2.24257030327408	2	1
chr2_152618862_152618862_+	1	1	0.998	0.998	0.998	ENSG00000157827.20	chr2_152580956_152581049_+	31	1	0.0033096926713948	0.999999999999975	-0.0033096926713948	-0.141521056396007	2	1
chr2_152618906_152618922_+	17	17	16.959	0.997588	0.997588	ENSG00000157827.20	chr2_152607339_152607413_+	950	26	-0.000450298322638654	0.999999999999999	0.000450298322638751	-0.0181093805517318	2	1
chr2_152618862_152618862_+	1	1	0.998	0.998	0.998	ENSG00000157827.20	chr2_152617091_152617192_+	44	10	-0.0781177514673551	0.00163751564017815	0.0781177514673551	1.72961261296819	2	0.144045194721384
chr2_152648002_152648002_+	1	1	0.481	0.481	0.481	ENSG00000157827.20	chr2_152643419_152643544_+	32	104	0.0816723383568303	0.323608272749724	0.0816723383568303	1.38702312310925	2	1
chr2_152648002_152648002_+	1	1	0.481	0.481	0.481	ENSG00000157827.20	chr2_152645434_152645527_+	25	111	-0.0546666666666666	0.61009755657824	0.0546666666666667	-0.66513284940514	2	1
chr2_158642593_158642598_+	6	6	6	1	1	ENSG00000144283.21	chr2_158634070_158634293_+	30	6	0.213235294117647	0.228150280500612	0.213235294117647	-1.25153876699596	2	1
chr2_158642593_158642598_+	6	6	6	1	1	ENSG00000144283.21	chr2_158634073_158634293_+	4	32	-0.284900284900285	0.123620635576554	-0.284900284900285	1.71049338280502	2	1
chr2_158642593_158642598_+	6	6	6	1	1	ENSG00000144283.21	chr2_158640627_158640759_+	35	9	-0.120547945205479	0.570730845393016	-0.120547945205479	0.703606997219775	2	1
chr2_161235745_161235765_+	21	21	0.421	0.0200476	0.0200476	ENSG00000136560.14	chr2_161230971_161231551_+	19	17	0.0237037037037037	0.999999999999999	0.0237037037037037	-0.160464672193246	2	1
chr2_162360914_162360955_+	42	42	1.873	0.0445952	0.0445952	ENSG00000115271.11	chr2_162359044_162359157_+	19	5	0.061025641025641	0.315879275421291	-0.146153846153846	NA	3	1
chr2_162360914_162360955_+	42	42	1.873	0.0445952	0.0445952	ENSG00000115271.11	chr2_162359494_162359552_+	21	12	-0.0241935483870968	0.352966701152658	0.112903225806452	NA	3	1
chr2_171715440_171715440_+	1	1	0.994	0.994	0.994	ENSG00000077380.15	chr2_171707233_171707377_+	2	11	0.0127551020408163	0.999999999999999	0.0127551020408163	-0.176156955153827	2	1
chr2_176337906_176337955_+	50	50	31.166	0.62332	0.62332	ENSG00000128654.14	chr2_176326825_176326901_+	79	21	-0.0361344537815126	0.432272596401831	0.0857142857142857	NA	3	1
chr2_182777124_182777124_+	1	1	0.995	0.995	0.995	ENSG00000077232.18	chr2_182740299_182740388_+	1	6	-0.0714285714285714	0.815540309470753	0.0714285714285715	-1.11547721741994	2	1
chr2_183161344_183161367_+	24	24	20.862	0.86925	0.86925	ENSG00000163002.13	chr2_183158283_183158411_+	8	0	0.0888888888888889	0.00278795705623452	0.411111111111111	NA	4	0.204745465675739
chr2_186505537_186505555_+	19	19	18.969	0.998368	0.998368	ENSG00000065548.18	chr2_186502496_186502552_+	5	20	-0.00143602146474189	1	0.00143602146474198	0.0554389864254266	2	1
chr2_186761631_186761631_+	1	1	0.996	0.996	0.996	ENSG00000144369.13	chr2_186761113_186761236_+	7	0	0.166666666666667	0.383035367433288	-0.166666666666667	-2	2	1
chr2_189475350_189475350_+	1	1	0.996	0.996	0.996	ENSG00000115368.10	chr2_189470076_189470245_+	39	18	0.00846979107848675	0.222018933533766	-0.120271033314512	NA	4	1
chr2_189475277_189475292_+	16	16	6.558	0.409875	0.409875	ENSG00000115368.10	chr2_189474186_189474332_+	13	6	-0.0192474517458252	0.313999810652746	-0.0749837345478204	NA	4	1
chr2_189475236_189475242_+	7	7	6.891	0.984429	0.984429	ENSG00000115368.10	chr2_189474717_189474808_+	53	9	-0.0275828773736724	0.0759074694277189	0.137270679111683	NA	4	1
chr2_189818092_189818092_+	1	1	1	1	1	ENSG00000064933.18	chr2_189785346_189785471_+	44	625	0.0545043928502575	0.411524932341469	0.0545043928502575	-0.707772139328057	2	1
chr2_189877438_189877469_+	32	32	27.969	0.874031	0.874031	ENSG00000064933.18	chr2_189867799_189867929_+	1	6	-0.0153452685421995	0.999999999999997	-0.0153452685421995	0.459431618637297	2	1
chr2_190913560_190913590_+	31	31	10.774	0.347548	0.347548	ENSG00000115419.13	chr2_190900564_190900693_+	12	6	0.10989010989011	0.786901120841425	-0.10989010989011	0.637429920615292	2	1
chr2_190921545_190921557_+	13	13	3.826	0.294308	0.294308	ENSG00000115419.13	chr2_190921024_190921056_+	8	11	-0.00641025641025642	0.440508168586975	0.153846153846154	NA	4	1
chr2_202297502_202297513_+	12	12	11.94	0.995	0.995	ENSG00000055044.11	chr2_202278212_202278329_+	1	14	-0.0590909090909091	0.977364500906051	-0.0590909090909091	0.767826557870967	2	1
chr2_202292822_202292822_+	1	1	0.703	0.703	0.703	ENSG00000055044.11	chr2_202291125_202291270_+	2	2	-0.0071727992547741	0.226153196902814	-0.0895202608290638	NA	4	1
chr2_205301562_205301586_+	25	25	24.698	0.98792	0.98792	ENSG00000116117.18	chr2_205158722_205158907_+	16	9	-0.0274725274725275	1	0.0274725274725275	0.169925001442312	2	1
chr2_205301562_205301586_+	25	25	24.698	0.98792	0.98792	ENSG00000116117.18	chr2_205245778_205245822_+	77	7	0.159933774834437	7.27758380036752e-05	-0.380794701986755	NA	3	0.0109917301045677
chr2_205301562_205301586_+	25	25	24.698	0.98792	0.98792	ENSG00000116117.18	chr2_205300530_205300736_+	85	7	0.135714285714286	0.0123941839795333	-0.278571428571429	NA	3	0.640089865346372
chr2_206617765_206617765_+	1	1	0.785	0.785	0.785	ENSG00000114948.13	chr2_206596051_206596166_+	3	10	0.0705128205128205	0.630157929887897	0.0705128205128205	-0.910732661902913	2	1
chr2_216127596_216127596_+	1	1	0.997	0.997	0.997	ENSG00000079246.16	chr2_216117741_216117794_+	3	198	-0.138998035363458	0.497956670497294	-0.138998035363458	-0.933548350670163	2	1
chr2_218249847_218249893_+	47	47	45.94	0.977447	0.977447	ENSG00000163466.16	chr2_218238664_218238850_+	58	49	0.01532232949237	0.0029626635028787	0.115415758330738	NA	5	0.211747852930268
chr2_218395307_218395326_+	20	20	0.136	0.0068	0.0068	ENSG00000018280.17	chr2_218392981_218393130_+	48	152	-0.0151946818613484	0.949564245930731	0.0151946818613485	-0.341036917835067	2	1
chr2_218748634_218748634_+	1	1	0.006	0.006	0.006	ENSG00000135912.11	chr2_218747597_218747725_+	70	19	-0.0909090909090909	0.383020108082491	-0.0909090909090909	-1.92599941855622	2	1
chr2_219234226_219234246_+	21	21	6.806	0.324095	0.324095	ENSG00000163516.14	chr2_219230228_219230350_+	26	40	-0.0476190476190476	0.00320802573428881	0.204761904761905	NA	3	0.226911994252693
chr2_219234923_219234931_+	9	9	3.503	0.389222	0.389222	ENSG00000163516.14	chr2_219234133_219234288_+	17	67	-0.184415584415584	0.0248313969609342	-0.184415584415584	2.71559194337364	2	1
chr2_231165265_231165280_+	16	16	15.971	0.998188	0.998188	ENSG00000173692.13	chr2_231153564_231153666_+	127	43	0.0200042789901583	0.000371717810538464	0.141741548994437	NA	4	0.0425079382527134
chr2_231172727_231172766_+	40	40	38.343	0.958575	0.958575	ENSG00000173692.13	chr2_231170566_231170721_+	166	39	-0.0568181818181818	0.269479516296054	-0.0568181818181818	-2.23229088240269	2	1
chr2_231712849_231712849_+	1	1	0.997	0.997	0.997	ENSG00000187514.16	chr2_231711348_231711983_+	4	10	0.0647807637906648	0.0263549696857919	-0.18048090523338	NA	3	1
chr2_231712849_231712849_+	1	1	0.997	0.997	0.997	ENSG00000187514.16	chr2_231711887_231711983_+	3	11	0.0528846153846154	0.563640479475401	0.0528846153846154	-0.968291140272662	2	1
chr2_232130873_232130905_+	33	33	2.02	0.0612121	0.0612121	ENSG00000144535.19	chr2_232014835_232014979_+	211	133	-0.0188502673796791	0.512253740890133	0.0188502673796791	-0.919145747515161	2	1
chr2_232791112_232791121_+	10	10	9.646	0.9646	0.9646	ENSG00000204120.15	chr2_232790698_232790915_+	95	11	-0.00320512820512819	0.999999999999994	0.00320512820512821	-0.0595010117486618	2	1
chr2_232816992_232817009_+	18	18	17.974	0.998556	0.998556	ENSG00000204120.15	chr2_232811244_232811351_+	12	4	0.0431714404317144	0.368514229000186	0.12453300124533	NA	4	1
chr2_27522636_27522637_+	2	2	0.001	5e-04	5e-04	ENSG00000084734.9	chr2_27507681_27507777_+	1	10	-0.354545454545454	0.119759423575485	0.354545454545455	2.90689059560852	2	1
chr2_277476_277524_+	49	49	17.024	0.347429	0.347429	ENSG00000143727.16	chr2_275140_275201_+	26	8	0.0512820512820512	1	-0.0512820512820513	0.321928094887362	2	1
chr2_30158913_30158915_+	3	3	3	1	1	ENSG00000119801.13	chr2_30156628_30156792_+	15	10	0.0595238095238095	0.394860656432702	0.134920634920635	NA	4	1
chr2_32481340_32481341_+	2	2	1.993	0.9965	0.9965	ENSG00000115760.14	chr2_32473112_32473239_+	17	4	-0.0267601519135261	0.243320217844119	0.0267601519135262	1.23085400008464	2	1
chr2_43805435_43805479_+	45	45	17.734	0.394089	0.394089	ENSG00000138036.18	chr2_43801639_43801713_+	1	66	-0.102453987730061	0.691391135012855	0.102453987730061	-1.19195130777231	2	1
chr2_48515098_48515155_+	58	58	57.807	0.996672	0.996672	ENSG00000162869.16	chr2_48505564_48505596_+	11	4	-0.25	0.311766428377871	0.25	1.58496250072116	2	1
chr2_61186729_61186729_+	1	1	1	1	1	ENSG00000173209.23	chr2_61186446_61186497_+	10	1	0.00366021128664266	0.100922204920246	0.0366021128664266	NA	6	1
chr2_62874467_62874467_+	1	1	0.986	0.986	0.986	ENSG00000115504.14	chr2_62858406_62858510_+	8	12	-0.000108740566755833	0.999999999999986	0.000108740566755916	0.0070272668939685	2	1
chr2_62864945_62864945_+	1	1	0.998	0.998	0.998	ENSG00000115504.14	chr2_62859169_62859291_+	857	38	0.0713200997939039	0.0219404988427904	0.0713200997939039	2.10290645789015	2	0.970337092678379
chr2_71078841_71078871_+	31	31	0.867	0.0279677	0.0279677	ENSG00000124357.13	chr2_71076604_71076701_+	7	7	-0.00960144927536232	0.654989291871272	0.00960144927536233	0.561043873814937	2	1
chr2_71368488_71368489_+	2	2	1.99	0.995	0.995	ENSG00000075292.19	chr2_71365433_71365706_+	5	81	-0.0170854926175035	0.286671703341852	0.0384260697853913	NA	3	1
chr2_71395661_71395725_+	65	65	29.218	0.449508	0.449508	ENSG00000075292.19	chr2_71393394_71393645_+	2	7	-0.284848484848485	0.275214128735737	-0.284848484848485	1.97727992349992	2	1
chr2_71435060_71435065_+	6	6	5.979	0.9965	0.9965	ENSG00000075292.19	chr2_71418602_71418639_+	8	22	-0.0303823991618649	0.00287425210985446	-0.0770909725859961	NA	6	0.209163973856227
chr2_71426733_71426748_+	16	16	15.968	0.998	0.998	ENSG00000075292.19	chr2_71422814_71424038_+	16	20	0.207847295864263	0.178399816022226	0.207847295864263	-1.26303440583379	2	1
chr2_71435060_71435065_+	6	6	5.979	0.9965	0.9965	ENSG00000075292.19	chr2_71433476_71433535_+	17	906	-0.0499972559135063	0.66434369791599	0.0499972559135064	-1.0079839442327	2	1
chr2_73609695_73609736_+	42	42	14.487	0.344929	0.344929	ENSG00000116127.18	chr2_73608475_73608574_+	7	9	0.0606060606060606	0.865157572677813	-0.0606060606060607	-0.415037499278844	2	1
chr2_85597552_85597603_+	52	52	12.258	0.235731	0.235731	ENSG00000168894.10	chr2_85596519_85596649_+	111	26	-0.358381502890173	0.000556689052625748	0.358381502890173	4.86022016217786	2	0.0594163717489122
chr2_85597552_85597603_+	52	52	12.258	0.235731	0.235731	ENSG00000168894.10	chr2_85596822_85596931_+	106	40	-0.117647058823529	0.157536055435857	0.117647058823529	0.862496476250065	2	1
chr2_85597552_85597603_+	52	52	12.258	0.235731	0.235731	ENSG00000168894.10	chr2_85596857_85596931_+	3	145	-0.33578431372549	0.101661504140955	-0.33578431372549	2.0342316348193	2	1
chr2_85597552_85597603_+	52	52	12.258	0.235731	0.235731	ENSG00000168894.10	chr2_85597104_85597178_+	124	41	-0.170068027210884	0.0323271843387894	0.170068027210884	1.35755200461808	2	1
chr2_88183807_88183807_+	1	1	0.089	0.089	0.089	ENSG00000144115.17	chr2_88182948_88183073_+	1	17	-0.944444444444444	1.52868329717055e-07	0.944444444444444	9.17492568250068	2	4.07897436830417e-05
chr2_9488593_9488637_+	45	45	35.598	0.791067	0.791067	ENSG00000134330.19	chr2_9478254_9478370_+	6	59	0.0520833333333333	1	-0.0520833333333334	0.326810316267108	2	1
chr2_96021824_96021851_+	28	28	1.979	0.0706786	0.0706786	ENSG00000231584.8	chr2_96021125_96021233_+	6	4	0.0275624461670973	0.671579657353792	-0.0275624461670974	-0.713695814843359	2	1
chr2_96021824_96021851_+	28	28	1.979	0.0706786	0.0706786	ENSG00000231584.8	chr2_96021368_96021465_+	12	0	0.0638297872340425	0.462333362015046	0.0638297872340425	-1.58496250072116	2	1
chr2_9933888_9933900_+	13	13	12.818	0.986	0.986	ENSG00000115750.17	chr2_9919041_9919111_+	19	36	-0.0347222222222222	0.900025030708817	0.0347222222222222	-0.202105407191462	2	1
chr20_2658250_2658323_+	74	74	61.584	0.832216	0.832216	ENSG00000101361.17	chr20_2656774_2656895_+	8	2	-0.00885530912340564	2.37262610526946e-05	-0.296002924689252	NA	7	0.0041288222213179
chr20_2658186_2658226_+	41	41	13.743	0.335195	0.335195	ENSG00000101361.17	chr20_2657081_2657218_+	12	0	0.0447761194029851	4.31598233736135e-05	-0.246747034060467	NA	4	0.00690978230509952
chr20_2657961_2657962_+	2	2	1.995	0.9975	0.9975	ENSG00000101361.17	chr20_2657081_2657222_+	3	95	-0.20312925170068	0.0590647525260281	0.20312925170068	1.80770010570344	2	1
chr20_32161765_32161792_+	28	28	15.072	0.538286	0.538286	ENSG00000101337.16	chr20_32159992_32160111_+	3	15	-0.528571428571429	9.17709433786282e-06	0.528571428571429	4.28540221886225	2	0.00183653798577526
chr20_33624227_33624227_+	1	1	0.017	0.017	0.017	ENSG00000078699.22	chr20_33619517_33619606_+	13	1	0.0666912306558585	0.550299282793307	-0.0666912306558586	-1.44562581911227	2	1
chr20_35002325_35002338_+	14	14	1.737	0.124071	0.124071	ENSG00000078814.17	chr20_35001948_35002085_+	20	0	0.238095238095238	0.128562705164129	-0.238095238095238	-2.90689059560852	2	1
chr20_35869483_35869484_+	2	2	1.982	0.991	0.991	ENSG00000025293.17	chr20_35801491_35801605_+	65	8	0.0214920948616601	0.612474065365195	0.0625	NA	4	1
chr20_35869483_35869484_+	2	2	1.982	0.991	0.991	ENSG00000025293.17	chr20_35863013_35863400_+	77	12	0.0119733924611973	0.75047524197037	-0.0591278640059128	NA	3	1
chr20_35871906_35871914_+	9	9	2.511	0.279	0.279	ENSG00000025293.17	chr20_35869438_35869551_+	105	7	0.00655430711610483	0.999999999999997	-0.00655430711610488	-0.0389941316158636	2	1
chr20_37241430_37241484_+	55	55	31.564	0.573891	0.573891	ENSG00000118705.17	chr20_37229973_37230059_+	15	5	0.0141898864809081	0.0557649192540451	-0.170020639834881	NA	3	1
chr20_37241430_37241484_+	55	55	31.564	0.573891	0.573891	ENSG00000118705.17	chr20_37232296_37232391_+	20	1	0.0172220979646611	0.16663761438064	-0.234399463207336	NA	3	1
chr20_37241430_37241484_+	55	55	31.564	0.573891	0.573891	ENSG00000118705.17	chr20_37238402_37238449_+	6	15	-0.00414540816326531	0.200474712331125	0.0884885204081632	NA	3	1
chr20_38575057_38575076_+	20	20	19.819	0.99095	0.99095	ENSG00000170471.15	chr20_38574150_38574298_+	13	18	-0.0166666666666666	1	0.0166666666666667	-0.106915203916512	2	1
chr20_3923826_3923865_+	40	40	2.968	0.0742	0.0742	ENSG00000125779.22	chr20_3918671_3918796_+	7	6	-0.00496277915632756	0.575319985529132	0.106699751861042	NA	3	1
chr20_41097299_41097337_+	39	39	38.911	0.997718	0.997718	ENSG00000198900.6	chr20_41092472_41092587_+	4	4	-0.275	0.141082941986689	0.275	2.22239242133645	2	1
chr20_44939285_44939327_+	43	43	41.179	0.957651	0.957651	ENSG00000101104.13	chr20_44938674_44938748_+	153	13	0.625985663082437	1.71461539955205e-22	-0.625985663082437	7.08051008060857	2	1.3725286877702e-19
chr20_44987790_44987790_+	1	1	0.879	0.879	0.879	ENSG00000101109.12	chr20_44978443_44978571_+	5	9	-0.666666666666667	0.00544398180520246	0.666666666666667	-5.16992500144231	2	0.35077451800996
chr20_44987790_44987790_+	1	1	0.879	0.879	0.879	ENSG00000101109.12	chr20_44981829_44981943_+	15	13	-0.423076923076923	0.0168312999233333	-0.423076923076923	-4.25298074116987	2	0.783328490583747
chr20_49096558_49096603_+	46	46	38.898	0.845609	0.845609	ENSG00000124207.17	chr20_49094732_49094963_+	110	18	0.108231707317073	0.00191412155588956	-0.233993902439024	NA	3	0.161682897236951
chr20_49243951_49243979_+	29	29	1.382	0.0476552	0.0476552	ENSG00000124228.14	chr20_49243629_49243703_+	147	6	0.155709342560554	0.318149227879305	0.155709342560554	-0.924394343247823	2	1
chr20_58994848_58994849_+	2	2	0.045	0.0225	0.0225	ENSG00000101158.15	chr20_58994110_58994239_+	1	9	-0.0191353383458647	0.288142060326268	0.0191353383458647	1.99470181174322	2	1
chr20_59847648_59847667_+	20	20	19.986	0.9993	0.9993	ENSG00000087495.17	chr20_59845189_59845265_+	25	7	0.0524390243902439	0.389101661863838	0.0524390243902439	-0.69484011849353	2	1
chr20_62800045_62800090_+	46	46	7.132	0.155043	0.155043	ENSG00000101189.7	chr20_62798975_62799049_+	7	2	0.575	0.0100359006374816	0.575	4.02974734339405	2	0.561791321528586
chr20_62841061_62841110_+	50	50	22.971	0.45942	0.45942	ENSG00000092758.18	chr20_62836187_62836333_+	21	2	0.607692307692308	0.00258928061146345	-0.607692307692308	4.0703893278914	2	0.197398810299312
chr20_62841061_62841110_+	50	50	22.971	0.45942	0.45942	ENSG00000092758.18	chr20_62836478_62836532_+	41	6	0.0774647887323944	0.85252124729073	0.0774647887323944	0.450661409009565	2	1
chr20_62841061_62841110_+	50	50	22.971	0.45942	0.45942	ENSG00000092758.18	chr20_62837083_62837265_+	51	11	0.0557359307359307	0.827271529766235	-0.0557359307359307	0.325468452592611	2	1
chr21_29036366_29036372_+	7	7	6.786	0.969429	0.969429	ENSG00000156256.15	chr21_29025709_29025771_+	23	42	-0.006265664160401	0.896365439574824	0.0127103472968134	NA	3	1
