#exonID__	ExcitatoryNeurons	InhibitoryNeurons	Astrocytes	Oligodendrocytes	OPCs	VLMCs
chrX_150816007_150816078	NA	NA	NA	NA	NA	NA
chr16_11730645_11730774	NA	NA	NA	NA	NA	NA
chr5_88240813_88240916	0.7	0.842105	0.941176	NA	0.909091	NA
chr4_48571684_48571895	NA	0	NA	0.0731707	NA	NA
chr2_73550267_73550437	0.678571	0.636364	0.941176	0.833333	NA	NA
chr6_37474524_37474646	NA	NA	NA	NA	NA	NA
chr13_41818766_41818859	0.03125	0.0625	0.0833333	NA	NA	NA
chr11_18295999_18296122	0.0714286	0	0.944444	1	NA	NA
chr3_138542691_138542789	0.135593	0.116667	0.0384615	0.12	0	NA
chr12_57200699_57200815	NA	NA	NA	NA	NA	NA
chr7_7568026_7568123	0.363636	0.375	0.7	NA	NA	NA
chr9_37302188_37302231	0.892857	0.88	0.966667	0.928571	NA	NA
chr12_110016388_110016433	0.882353	0.892857	0.75	0.96	NA	NA
chr2_95958757_95958785	0.933333	0.894737	0.77193	0.813953	0.809524	NA
chr3_167252126_167252211	0.692771	NA	NA	NA	NA	NA
chr2_108788032_108788089	0.809524	0.666667	NA	0.88	NA	NA
chr8_100588866_100588979	0.789474	NA	NA	NA	NA	NA
chr1_206602336_206602453	0.69697	0.722222	0.85	NA	NA	NA
chr5_13882728_13882815	NA	NA	NA	NA	NA	NA
chr18_13042204_13042334	0.428571	0.285714	0.823529	NA	NA	NA
chr13_42187049_42187148	NA	NA	NA	NA	NA	NA
chr1_178877498_178877635	NA	NA	NA	NA	NA	NA
chr5_132227086_132227258	0.0769231	0.157895	0.0333333	NA	NA	NA
chr19_22599706_22599793	NA	NA	0.173913	NA	NA	NA
chr13_37048564_37048599	0.564815	0.640351	0.396226	0.605263	0.764706	NA
chr12_123606073_123606159	NA	NA	NA	NA	NA	NA
chr2_60771519_60771630	NA	NA	NA	NA	NA	NA
chr8_102849999_102850144	0.105263	0.2	0	NA	NA	NA
chr2_201272898_201272942	NA	NA	NA	NA	NA	NA
chr16_46809603_46809785	0.918919	0.764706	0.6	NA	0.666667	NA
chr10_120887210_120887271	0	0.0512821	0.294118	0.545455	0.047619	NA
chr1_151324745_151324917	NA	NA	NA	NA	NA	NA
chr13_19837656_19837821	0.364985	0.308	0.508108	0.350785	0.377049	NA
chr11_73295730_73295815	NA	NA	0.111111	NA	NA	NA
chr12_29633147_29633336	NA	NA	NA	NA	NA	NA
chr11_10594146_10594195	NA	NA	0.838983	NA	NA	NA
chr4_139116649_139116751	0.3125	0.259259	0.133333	0.290323	0.333333	NA
chr19_10796061_10796199	NA	NA	NA	NA	NA	NA
chr1_62013343_62013528	NA	NA	NA	NA	NA	NA
chr6_30622832_30622898	NA	0.941176	0.913043	0.921053	NA	NA
chr20_13616857_13617123	0.290323	0.1875	0.136364	0.047619	0.142857	NA
chr11_49148639_49148731	0.6	0.642857	0.833333	0.628205	NA	NA
chr1_86356444_86356602	0.752941	0.768116	0.47619	0.875	NA	NA
chr5_36629943_36630044	NA	NA	0.321101	NA	NA	NA
chr4_106237491_106237538	0.16	0.0555556	0.2	NA	NA	NA
chr1_32834034_32834061	NA	NA	NA	NA	NA	NA
chr17_60461994_60462061	NA	NA	NA	0.8	NA	NA
chr18_36844208_36844302	0.733333	0.675	0.851852	0.75	1	NA
chr2_158178879_158178996	NA	0.909091	NA	NA	NA	NA
chr12_85106522_85106615	NA	NA	NA	NA	NA	NA
chr6_126006842_126006954	0.0967742	0.184211	0.133333	NA	NA	NA
chr7_122388583_122388738	0.947368	NA	NA	NA	NA	NA
chr12_82369387_82369560	0.0392157	0.142857	0.178571	0	0	NA
chr7_47808247_47808387	NA	NA	NA	NA	NA	NA
chr4_106254947_106255047	0.0526316	0.0714286	NA	NA	NA	NA
chr14_73100301_73100362	0.923077	0.933071	0.660377	0.578947	0.865385	NA
chr7_130178402_130178527	NA	NA	1	NA	NA	NA
chr2_178537604_178537691	0.0833333	0.153846	0.269231	0.2	NA	NA
chr20_43603760_43603889	0.933333	0.941176	0.909091	NA	NA	NA
chr5_75137856_75137998	NA	NA	NA	NA	NA	NA
chr2_178712315_178712593	NA	NA	NA	NA	NA	NA
chr10_91964077_91964201	0.904762	0.6	0.909091	0.923077	NA	NA
chr8_17935134_17935317	0.205714	0.174242	0.0169492	0.171429	0.0491803	NA
chr11_119048248_119048370	NA	NA	NA	NA	NA	NA
chr1_6541830_6541927	NA	NA	0.8	NA	NA	NA
chr4_120799661_120799745	NA	NA	NA	NA	NA	NA
chr3_113010643_113010704	0.833333	0.944444	NA	NA	NA	NA
chr10_113159920_113159992	0.826087	NA	0.4	NA	NA	NA
chr4_184657082_184657320	NA	0.9	0.9	NA	NA	NA
chr5_110667695_110667729	0	0	0.384615	NA	NA	NA
chr6_36479121_36479223	NA	NA	NA	NA	NA	NA
chr4_140925977_140926073	0.923077	0.666667	0.866667	NA	NA	NA
chr19_49691821_49691889	0.611111	0.615385	NA	NA	NA	NA
chr18_13730627_13730755	0.815385	0.773414	0.511628	0.22314	0.315789	NA
chr17_28332146_28332382	0.508772	0.729592	0.444444	0.619048	0.7	NA
chr2_187351920_187351961	NA	NA	NA	NA	NA	NA
chr17_17180607_17180669	0.0909091	0.0909091	0.0294118	0.1875	NA	NA
chr6_12717509_12717553	0.412698	NA	NA	NA	NA	NA
chr19_11034123_11034200	NA	NA	NA	NA	NA	NA
chr16_57759125_57759153	0.869565	NA	0.8	NA	NA	NA
chr1_9756481_9756510	0.0847458	0.394366	0.330435	0.909091	0.8	NA
chr20_49174195_49174269	1	0.818182	0.909091	0.875	NA	NA
chr1_145399049_145399100	NA	NA	0.857143	NA	NA	NA
chr18_49209551_49209715	0.5	NA	0	0	NA	NA
chr12_27634910_27635115	0.891954	0.885714	0.833333	0.892019	0.838235	0.971429
chr3_43600384_43600581	0.846154	0.935484	1	1	0.866667	NA
chr3_97843195_97843261	0.4	0.4	0.698413	0.567164	NA	NA
chr2_55254041_55254201	NA	NA	0.454545	NA	NA	NA
chr18_10697748_10697880	NA	NA	NA	NA	NA	NA
chr6_106308364_106308491	0.586667	0.66129	0.566038	0.434783	NA	NA
chr2_95406941_95407157	0.866667	0.733333	0.892857	0.956522	1	NA
chr3_19346652_19346734	NA	NA	NA	0.588235	NA	NA
chr11_9207561_9207632	NA	NA	NA	NA	NA	NA
chr2_166077710_166077801	0.409483	0.391489	NA	NA	0.361111	NA
chr15_63660973_63661025	0.941176	NA	NA	NA	NA	NA
chr9_117141326_117141478	0.5	0.517241	0.75	0.454545	NA	NA
chr5_66075024_66075230	NA	0.9375	0.315789	0.534247	NA	NA
chr21_36057384_36057477	0.266667	NA	0	0	NA	NA
chr10_122132609_122132734	NA	NA	0.611111	NA	NA	NA
chr15_65700544_65700672	0.325581	0.461538	0.272727	0.369565	0.333333	NA
chr8_81815325_81815394	NA	0.9	NA	NA	NA	NA
chr2_37316237_37317179	NA	NA	0.583333	NA	NA	NA
chrX_123696721_123696842	0.954545	0.9375	0.888889	0.969231	0.957447	NA
chr2_73950585_73950732	0.807692	0.851852	0.702703	0.767442	0.526316	NA
chr3_101398861_101399055	0.85906	0.814815	0.693642	0.753927	0.803279	NA
chr15_89317939_89318037	0.0217391	0.117647	0.173077	0.194444	0.230769	NA
chr1_145403216_145403318	NA	NA	NA	NA	NA	NA
chr2_132725627_132725759	NA	NA	NA	0.846154	NA	NA
chr4_139678543_139678642	0.769231	0.793103	NA	NA	NA	1
chr19_45616461_45616558	0.565217	0.948718	0.933333	1	1	NA
chr17_35430471_35430613	NA	NA	NA	NA	NA	NA
chr14_74921978_74922485	0.882353	0.9	0.488889	0.619048	0.615385	NA
chr13_95602423_95602688	0.04	0.0857143	0.192308	NA	0.3	NA
chr21_33823487_33823653	NA	NA	0.846154	NA	NA	NA
chr10_112533530_112533550	0.625	0.607143	0	0.12	0	NA
chr3_167620429_167620603	NA	NA	0.419355	NA	NA	NA
chr6_42594191_42594304	0.92053	0.927778	0.968627	0.965714	0.915663	NA
chr16_15035449_15035553	NA	NA	NA	NA	NA	NA
chr4_182916419_182916539	NA	NA	NA	NA	NA	NA
chrX_49197715_49197839	0.971429	0.942857	1	NA	0.9	NA
chr19_21988783_21988909	1	NA	0.971429	0.9	0.931034	NA
chr1_179133312_179133374	0.192308	NA	0.4	0.5	NA	NA
chr11_59788873_59788947	NA	0.769231	NA	NA	NA	NA
chr10_45773256_45773358	NA	NA	NA	NA	NA	NA
chr3_136026832_136027098	NA	NA	NA	NA	NA	NA
chr5_66870778_66870852	NA	0.4	0	NA	NA	NA
chr13_49483464_49483563	0.888889	1	0.909091	1	NA	NA
chrX_147938099_147938161	0	0	0.0833333	NA	NA	NA
chr20_46506307_46506458	0.190476	0.216216	0.105882	NA	NA	NA
chr20_44952643_44952704	NA	NA	0.214286	NA	NA	NA
chr16_792966_793064	NA	NA	NA	NA	NA	NA
chr12_12500519_12500682	NA	NA	NA	0.947368	NA	NA
chr12_4251440_4251544	NA	NA	0.285714	NA	NA	NA
chr5_135352946_135353045	0.578947	0.791667	0.133333	NA	0.272727	NA
chr12_96564468_96564554	0.230769	NA	0.5	NA	NA	NA
chr9_41161601_41161723	NA	NA	NA	NA	NA	NA
chr12_405511_405564	NA	NA	NA	NA	NA	NA
chr6_167954458_167954493	0.916667	NA	0	NA	NA	NA
chr12_20711386_20711510	NA	NA	0.929825	NA	NA	NA
chr2_159336942_159337077	0.0689655	0.244444	0.784091	0.977273	0.833333	NA
chr2_216420299_216420536	NA	0.9	NA	NA	NA	NA
chr22_44193801_44193823	NA	NA	NA	NA	NA	NA
chr18_21681761_21681956	NA	NA	0.0666667	NA	NA	NA
chr13_41783795_41783901	NA	NA	NA	NA	NA	NA
chr11_113272933_113273748	0.353659	0.764151	0.0777778	0.5	0.0769231	NA
chr3_121282266_121282337	0.271605	0.1	NA	NA	NA	NA
chr10_84257893_84258006	NA	NA	0.72973	NA	NA	NA
chr2_217893439_217893561	NA	NA	0.923077	NA	NA	NA
chr9_111384522_111384569	NA	0.909091	1	NA	NA	NA
chr11_31460626_31460714	0.125	0.470588	0.586207	0.652174	NA	NA
chr1_186906965_186907002	NA	NA	NA	NA	NA	NA
chr14_80831143_80831294	0.896552	0.954545	1	0.777778	NA	NA
chr11_85990250_85990399	NA	NA	0	0.0555556	NA	NA
chr2_209894163_209894366	0	0	0.4	NA	NA	NA
chr19_23754823_23754918	NA	NA	NA	NA	NA	NA
chr1_51440347_51440432	NA	NA	1	0.931034	NA	NA
chr2_207733947_207734047	NA	NA	0.5	NA	NA	NA
chr7_35147791_35147882	0.136364	0.5	NA	NA	NA	NA
chr1_204537430_204537497	0.510204	0.6875	0.837838	0.796875	0.83871	NA
chr22_43782180_43782325	0.6	NA	0.88	NA	NA	NA
chr10_121899866_121899994	NA	NA	NA	NA	NA	NA
chr8_17675186_17675252	0.909091	0.956522	0.947368	0.900498	0.941176	0.954545
chr11_124784523_124784719	NA	NA	NA	NA	NA	NA
chr7_65388806_65388901	0.944444	0.933333	0.727273	0.5	NA	NA
chr1_185137442_185137506	NA	NA	NA	0	NA	NA
chrX_53432719_53432838	NA	NA	0.03125	0.0384615	0.0588235	NA
chr3_151159832_151160101	NA	NA	0.95	NA	NA	NA
chr20_45420332_45420429	NA	NA	NA	NA	NA	NA
chr22_30664955_30665121	NA	NA	NA	NA	NA	NA
chr13_109008897_109009049	NA	1	NA	NA	NA	NA
chr1_100123210_100123289	0.633333	0.714286	0.875	1	NA	NA
chr1_100912112_100912238	NA	NA	0.916667	NA	NA	NA
chr2_217906335_217906385	NA	NA	NA	NA	NA	NA
chr13_23346811_23346837	0.418605	0.361702	0.0227273	0	0	NA
chr20_35137880_35138005	NA	NA	NA	NA	NA	NA
chr2_203411285_203411371	0.333333	0.142857	NA	NA	NA	NA
chr16_11769031_11769095	0.925926	0.794118	0.758621	1	0.8125	NA
chr10_32473967_32474023	0.818182	NA	NA	NA	NA	NA
chr8_29049290_29049361	NA	NA	0.151515	NA	NA	NA
chr22_41607840_41607861	NA	NA	NA	1	NA	NA
chr18_31870926_31871120	1	1	1	0.892857	NA	NA
chr8_39164764_39164835	NA	NA	NA	NA	NA	NA
chr9_127050043_127050132	0.952381	1	1	0.75	NA	NA
chr1_156407080_156407197	0.075	0.146341	0.228228	0.057377	0.264151	NA
chr19_8605623_8605809	NA	NA	NA	NA	NA	NA
chr18_63407432_63407499	0.818182	0.9	0.904762	0.9375	NA	NA
chr14_93497157_93497286	0.941748	0.864865	0.9	NA	0.928571	NA
chr6_89722955_89723143	NA	NA	NA	NA	NA	NA
chr6_7403941_7404027	NA	NA	NA	NA	NA	NA
chr1_149058164_149058215	NA	NA	0.916667	NA	NA	NA
chr17_80278764_80278910	0.25	NA	0.24359	0.377778	NA	NA
chr6_109760250_109760383	NA	NA	NA	NA	NA	NA
chr2_84577257_84577408	0.7	NA	NA	NA	NA	NA
chr20_25314925_25314970	NA	NA	NA	NA	NA	NA
chr5_103097590_103097781	NA	NA	0.789474	0.823529	NA	NA
chr3_143574088_143574193	NA	0.9	0.972973	0.973684	NA	NA
chr1_93205510_93205631	0.35	NA	0.833333	NA	NA	NA
chr20_20637363_20637501	NA	NA	1	NA	NA	NA
chr17_45137019_45137139	NA	NA	NA	NA	NA	NA
chr14_74299548_74299675	0.711111	0.697674	0.557522	0.815789	0.692308	NA
chr2_71070502_71070586	NA	NA	1	1	NA	NA
chr2_109593051_109593119	NA	NA	0.904762	0.857143	0.888889	NA
chr8_100039962_100040087	NA	NA	0.666667	NA	0.363636	NA
chr15_70895849_70895936	0.84375	0.955556	0.978723	NA	1	NA
chr7_82835667_82835693	0.966667	0.972973	NA	NA	NA	NA
chr4_47862846_47862915	0.761905	0.833333	NA	NA	NA	NA
chr20_36367045_36367275	NA	NA	NA	NA	NA	NA
chr11_44124789_44124984	NA	NA	1	NA	NA	NA
chr10_49737786_49737858	0.962963	0.911111	NA	NA	NA	NA
chr8_38192688_38192795	0.217391	0.384615	0.333333	0.4	NA	NA
chr15_99245389_99245510	NA	NA	0.3	NA	NA	NA
chr13_48521898_48521962	NA	0.461538	NA	NA	0.181818	NA
chr11_13355226_13355296	NA	NA	0.4	NA	NA	NA
chr4_61517315_61517518	0.333333	0.461538	0.285714	0	0.181818	NA
chr6_138788366_138788388	0.782609	0.764706	NA	NA	NA	NA
chr6_31639500_31639646	0.847953	0.899281	0.823899	0.82243	0.782609	NA
chr12_120074443_120074586	NA	NA	NA	NA	NA	NA
chr2_66512149_66512294	NA	NA	0.875	0.753623	NA	NA
chr16_27330066_27330198	NA	NA	NA	NA	NA	NA
chr3_52749692_52749829	NA	NA	NA	NA	NA	NA
chr1_154213893_154213946	NA	0.833333	1	1	NA	NA
chr4_76384556_76384665	NA	NA	0.8	NA	NA	NA
chr3_169774031_169774097	0.0625	0.0714286	0	0	NA	NA
chr5_110606164_110606287	0.896226	0.903226	1	NA	NA	NA
chr1_146761882_146762055	0.434783	0.5	0.875	1	NA	NA
chr2_173914458_173914579	NA	NA	NA	NA	NA	NA
chr22_49922294_49922443	0.153846	0.135135	0.0292398	0.127907	0.0789474	NA
chr2_38746144_38746179	0.916058	0.826087	0.887931	0.815789	0.828947	0.9
chr7_11379630_11379712	NA	NA	NA	NA	NA	NA
chr21_37094005_37094090	0.453488	0.372671	0.618557	0.628571	0.622642	NA
chr15_64414085_64414211	0.421053	0.4	0.461538	NA	NA	NA
chr7_19724280_19724353	0.5625	NA	NA	NA	NA	NA
chr1_1313509_1313592	0.848485	0.873684	0.887755	0.857143	0.888889	NA
chr11_93721954_93722050	NA	NA	NA	NA	NA	NA
chr6_56464685_56464756	0.818182	0.882353	0.244755	0.633333	NA	NA
chr3_119235145_119235227	NA	NA	NA	NA	NA	NA
chr3_45089754_45089927	NA	NA	0	NA	NA	NA
chr6_84219103_84219214	0	0	0.1	0.105263	0.0769231	NA
chr17_74352821_74352954	NA	NA	NA	NA	0.9	NA
chr20_33381984_33382179	0.0909091	0.117647	0.153846	0.210526	NA	NA
chr13_20737723_20737805	NA	NA	0.307692	NA	NA	NA
chr10_104146263_104146349	NA	NA	NA	NA	NA	NA
chr10_126464696_126464986	NA	NA	NA	0.376812	NA	NA
chr3_33596711_33596734	0.488889	0.448276	NA	0.368421	0.181818	NA
chr3_33577202_33577264	0.0909091	0.384615	0.03125	0.875	NA	NA
chr3_121940384_121940488	NA	NA	NA	NA	NA	NA
chr19_37770005_37770097	NA	NA	NA	NA	NA	NA
chr4_3037374_3037511	0.1875	0.45	0.533333	NA	NA	NA
chr9_106865982_106866191	NA	NA	NA	NA	NA	NA
chr4_51911070_51911174	1	1	0.875	0.764706	NA	NA
chr3_37266842_37266940	0.025	0	0.731707	0.3	NA	NA
chr1_19139083_19139220	1	NA	1	NA	NA	NA
chr2_55028164_55028220	0.985119	0.980469	0.801262	0.924316	0.929204	NA
chr1_70293504_70293620	0.243902	0.0909091	0.117647	0.0666667	NA	NA
chr17_20401139_20401248	0.0416667	0.333333	0.0384615	0	0	NA
chr15_65485099_65485160	NA	NA	NA	NA	NA	NA
chr13_77227042_77227157	0	0	0.333333	NA	NA	NA
chr2_206750934_206751075	NA	NA	NA	NA	NA	NA
chr3_113876165_113876260	1	0.9375	0.765333	NA	0.910959	NA
chr1_59339958_59340069	NA	NA	0.764706	NA	NA	NA
chr3_57007182_57007336	NA	NA	0.0983607	NA	0.104651	NA
chr1_244053100_244053200	NA	NA	NA	NA	NA	NA
chr2_24958547_24958601	0.08	0.0555556	0.153846	0.21875	0.35	NA
chr15_62453445_62453587	0	0.0634921	0.09375	NA	0.0833333	NA
chr1_48742623_48742771	0.602041	0.519231	0.6875	0.533333	0.6	NA
chr19_13078613_13078735	0.714286	0.92	0.909091	0.966102	NA	NA
chrX_112825072_112825220	NA	NA	NA	NA	NA	NA
chr3_51348852_51348938	NA	NA	NA	NA	NA	NA
chr11_36636051_36636117	0.75	0.789474	0.8	0.923077	NA	NA
chr8_10096244_10096318	0.737288	0.681159	0.555556	NA	0.857143	NA
chr11_119020150_119020253	NA	0.944444	0.964286	0.915254	0.941176	NA
chr2_171022872_171023129	0.428571	0.26087	0.258065	NA	NA	NA
chr6_89683831_89683904	NA	NA	NA	0.75	NA	NA
chr1_213077696_213077816	0.919708	0.944444	0.911504	0.967391	0.942308	NA
chr5_39130590_39130612	NA	NA	NA	NA	NA	NA
chr13_110687721_110687826	NA	NA	1	NA	NA	NA
chr8_8790324_8790434	0.1	0.0666667	0.173913	NA	0	NA
chr15_75859878_75859982	0.625	0.368421	0.946429	0.52381	0.6	NA
chr6_55516508_55516603	0.6	0.705882	NA	NA	NA	NA
chr2_99462496_99462622	0.915789	0.917874	0.923077	0.921053	0.98	NA
chr9_35722861_35722921	0.0909091	0.4	1	1	NA	NA
chr4_157152718_157153010	0.90566	1	NA	NA	0.772727	NA
chr19_50512661_50512810	0.0833333	0.166667	NA	0.272727	NA	NA
chr2_203396785_203396967	1	1	NA	NA	NA	NA
chr6_43438271_43438390	NA	NA	0	NA	NA	NA
chr19_53375770_53375896	NA	NA	NA	NA	NA	NA
chr1_156598035_156598121	0.6	NA	1	NA	NA	NA
chr11_88525309_88525404	0.727273	0.333333	NA	NA	0	NA
chr1_52059835_52059901	0.684211	0.714286	NA	0.947368	NA	NA
chr1_1754051_1754208	NA	NA	NA	NA	NA	NA
chr11_2949227_2949264	NA	NA	NA	NA	NA	NA
chr1_32226403_32226530	0.833333	0.947368	0.9	1	0.923077	NA
chr4_4286519_4286572	1	0.774194	0.934426	0.979167	1	NA
chr1_232574174_232574222	0.5625	0.833333	NA	NA	0.851852	NA
chr1_77169260_77169395	0.6	NA	NA	0.714286	NA	NA
chr8_39101863_39101930	NA	NA	NA	NA	NA	NA
chr6_90544552_90544632	0.0333333	0.0384615	0.6	1	NA	NA
chr20_45419504_45419590	NA	NA	NA	NA	NA	NA
chr15_48167340_48167401	0.216495	0.188889	0.416667	0.5	0.5	NA
chr13_95986333_95986432	0.918919	1	0.9	0.923077	0.925926	NA
chr6_46170053_46170114	0	0.25	NA	NA	NA	NA
chr4_168998202_168998285	NA	NA	NA	NA	NA	NA
chr11_118655860_118655892	NA	NA	0.444444	0.783333	0.125	NA
chr11_134313396_134313474	0.846154	NA	NA	NA	NA	NA
chr5_60004274_60004346	0.188172	NA	NA	NA	NA	NA
chr12_55943297_55943418	0.173913	NA	NA	NA	NA	NA
chr12_109953092_109953234	0.8	1	1	NA	NA	NA
chr1_100215983_100216199	NA	NA	NA	NA	NA	NA
chr7_143293147_143293270	NA	NA	NA	NA	NA	NA
chr2_88036943_88037051	NA	NA	1	NA	NA	NA
chr4_3038376_3038513	0.0666667	0.0526316	0.333333	NA	NA	NA
chr17_8499270_8499476	NA	NA	NA	NA	NA	NA
chr1_44339045_44339322	0.916667	NA	0.916667	0.95	NA	NA
chr12_78127167_78127208	0.416667	NA	NA	0	NA	NA
chr1_234400231_234400323	0.777778	0.5	0.0555556	0.166667	0.25	NA
chr13_51675170_51675243	0.304348	0.538462	0.909091	0.866667	0.483871	NA
chrX_109696144_109696196	NA	NA	NA	NA	NA	NA
chr11_20093099_20093199	NA	NA	1	NA	NA	NA
chr1_171587648_171587751	NA	NA	NA	0.8	NA	NA
chr2_201364120_201364173	NA	NA	NA	NA	NA	NA
chr6_69936785_69936910	NA	0.5	NA	NA	NA	NA
chr6_25450339_25450409	NA	NA	NA	NA	NA	NA
chr9_177723_177820	0.0625	0	NA	0.611111	NA	NA
chr5_61538814_61538971	NA	NA	NA	NA	NA	NA
chr9_37304188_37304313	0.930233	0.9	0.96875	1	NA	NA
chr17_32017972_32018078	NA	NA	NA	NA	NA	NA
chr12_50135433_50135616	NA	NA	NA	NA	NA	NA
chr1_171579828_171579964	NA	NA	NA	NA	NA	NA
chr6_35087154_35087297	NA	0.153846	NA	NA	NA	NA
chr9_92286536_92286618	NA	NA	NA	NA	NA	NA
chr9_83920106_83920212	0.538462	0.666667	0.675	0.727273	0.416667	NA
chrX_53194139_53194738	NA	NA	NA	NA	NA	NA
chr1_155814330_155814449	NA	NA	1	NA	NA	NA
chr2_152645434_152645527	0.1875	0	0.473684	0.038961	NA	NA
chr15_52337810_52337884	0.0166667	0	0.416667	0.137931	0.25	NA
chr8_102029010_102029096	0.0625	0.225806	NA	NA	NA	NA
chr4_128206428_128206537	0.869565	0.904762	0.956522	1	NA	NA
chr1_39523562_39523697	0.191781	0.29927	0.273973	0.54	0.482759	NA
chr14_39133661_39133719	0.92	NA	1	NA	NA	NA
chr12_109256140_109256236	NA	NA	NA	NA	NA	NA
chr12_40313972_40314173	1	NA	NA	NA	0.857143	NA
chr11_108406763_108406963	NA	0.9	0.76	0.788462	NA	NA
chrX_54471314_54471487	NA	NA	NA	NA	NA	NA
chr11_92765507_92765575	0.0714286	NA	NA	NA	NA	NA
chr1_93875645_93875783	0.85	0.875	0.972222	1	NA	NA
chr6_72265960_72266049	0.68	NA	NA	NA	NA	NA
chr6_136869890_136870003	NA	NA	NA	NA	NA	NA
chr19_22193016_22193111	NA	NA	NA	NA	NA	NA
chr12_96564644_96564765	0.230769	NA	0.538462	NA	NA	NA
chr5_96790296_96790367	NA	NA	NA	NA	NA	NA
chr1_220196250_220196398	NA	NA	NA	NA	NA	NA
chr13_107172529_107172574	0.111111	0.0555556	0.0909091	NA	NA	NA
chr9_34011627_34011664	0.631579	0.411765	0.0638298	0.333333	0.0769231	NA
chr3_43580353_43580472	NA	NA	NA	NA	NA	NA
chr19_45165127_45165194	NA	NA	0.705882	0.893617	NA	NA
chr1_99301724_99301897	NA	NA	NA	NA	NA	NA
chr20_63242539_63242623	NA	NA	0.82659	NA	0.358491	NA
chr9_137012265_137012376	NA	NA	NA	0.75	NA	NA
chr17_36498266_36498559	0.969697	0.75	0.921053	0.941176	0.941176	NA
chr1_120452117_120452331	NA	NA	0.896552	NA	NA	NA
chr9_15225917_15226012	0.944444	0.888889	1	NA	NA	NA
chr21_42732070_42732124	NA	0.923077	1	NA	0.727273	NA
chr17_69201500_69201668	NA	NA	NA	NA	NA	NA
chr10_69389197_69389296	NA	NA	NA	NA	NA	NA
chr18_58948067_58948229	0.76087	0.959184	0.958904	0.944444	0.875	NA
chr3_15579910_15580045	0.857143	1	NA	NA	NA	NA
chr16_56639264_56639329	NA	NA	0.851852	NA	NA	NA
chr3_121702481_121702595	0.808511	0.767442	0.962963	0.888889	NA	NA
chr19_9656547_9656653	0.823529	0.714286	0.857143	0.9	NA	NA
chr2_84624265_84624390	NA	NA	NA	NA	NA	NA
chrX_130226759_130226905	NA	0.8	0.9	NA	NA	NA
chr7_140753275_140753393	0.95	0.956522	0.722222	0.842105	NA	NA
chr17_44211290_44211331	NA	NA	NA	NA	NA	NA
chr9_124975247_124975389	0.235294	NA	NA	NA	NA	NA
chr12_45424044_45424080	NA	NA	0.0666667	NA	NA	NA
chr11_64319734_64319868	0.921053	0.94	0.935484	0.966667	1	NA
chr6_42935412_42935473	0.368421	NA	NA	NA	0.0909091	NA
chr15_50110409_50110500	NA	NA	NA	NA	NA	NA
chr12_111464662_111464715	NA	NA	NA	NA	NA	NA
chr4_15537899_15538137	NA	NA	NA	NA	NA	NA
chr3_129514389_129514554	0.85	0.625	0.854167	0.888889	NA	NA
chr21_36900592_36900640	NA	NA	NA	NA	NA	NA
chr13_101378570_101378653	0.846154	0.833333	NA	1	1	NA
chr8_22036493_22036526	0.826087	0.909091	NA	NA	NA	NA
chr9_17444197_17444246	NA	NA	NA	NA	NA	NA
chr15_43134257_43134368	NA	NA	NA	NA	NA	NA
chr15_78034475_78034569	0.0277778	0.0625	0.0540541	0.0769231	NA	NA
chr6_125786137_125786213	NA	NA	NA	NA	NA	NA
chr6_116574058_116574171	0.5625	0.653333	0.386792	0.292683	0.72	NA
chr14_74022916_74023148	0.2	NA	0.0666667	NA	NA	NA
chr9_137012485_137012590	NA	NA	NA	0.727273	NA	NA
chr2_32197344_32197392	1	1	NA	NA	NA	NA
chr11_2585212_2585307	NA	NA	NA	NA	NA	NA
chr2_32435496_32435585	NA	NA	1	0.956522	NA	NA
chrX_24741375_24741504	NA	NA	1	NA	NA	NA
chr1_85258935_85259061	0.726415	0.714286	0.636842	0.686869	0.785714	NA
chr4_105437950_105438036	NA	NA	0.8125	NA	NA	NA
chr2_73244544_73244715	NA	0.909091	0.928571	0.966667	0.909091	NA
chr13_49580505_49580584	NA	NA	NA	0.95	NA	NA
chr7_140352062_140352146	0.857143	0.891892	0.857143	0.944444	0.823529	NA
chr7_149012155_149012360	NA	NA	NA	NA	NA	NA
chr13_45390714_45390902	0.882353	0.815789	0.35	0.444444	0.941176	NA
chr1_59456961_59457076	NA	NA	NA	NA	NA	NA
chr17_8623424_8623497	0.107595	0.056338	0.0227273	NA	0	NA
chr1_22637610_22637779	NA	NA	NA	NA	NA	NA
chr20_10293161_10293278	0.819444	0.977778	NA	NA	NA	NA
chr5_32100862_32100963	0.1	NA	NA	NA	0.25	NA
chr11_124993169_124993243	NA	NA	NA	NA	NA	NA
chr2_230202579_230202728	NA	NA	0.913043	0.769231	0.642857	NA
chr3_170286832_170286930	NA	NA	NA	NA	NA	NA
chr7_44481292_44481461	0.0188679	0.0943396	0.101695	0.125	0.12	NA
chr10_75113043_75113131	NA	NA	NA	NA	NA	NA
chr7_102757854_102757946	0.846154	0.8	1	NA	NA	NA
chr11_132330153_132330185	0	0	0.891304	NA	0.809524	NA
chr13_114007533_114007606	NA	NA	NA	NA	NA	NA
chr7_108166921_108167073	0.0952381	0.545455	0	NA	0.037037	NA
chr22_20551436_20551487	NA	NA	NA	NA	NA	NA
chr18_62544802_62544873	0.666667	NA	NA	NA	NA	NA
chr9_94088145_94088263	NA	NA	NA	1	NA	NA
